name,commit,solver,CVE,NDeps,Status,Time
hoodie,385885c,maxnpm_cve_oldness_pip_else_npm,,,missing,
client,2dc53c9,vanilla,,,missing,
client,2dc53c9,audit fix,,,missing,
client,2dc53c9,audit fix force,,,missing,
client,2dc53c9,maxnpm_cve_oldness,,,missing,
client,2dc53c9,maxnpm_cve_oldness_pip_else_npm,,,missing,
create-nuxt-app,54c29ff,vanilla,30.7,407.0,success,
create-nuxt-app,54c29ff,audit fix,30.7,407.0,success,
create-nuxt-app,54c29ff,audit fix force,23.2,462.0,success,
create-nuxt-app,54c29ff,maxnpm_cve_oldness,30.7,302.0,success,
create-nuxt-app,54c29ff,maxnpm_cve_oldness_pip_else_npm,30.7,302.0,success,
api-javascript,69d0d2c,vanilla,36.85,15.0,success,
api-javascript,69d0d2c,audit fix,36.85,15.0,success,
api-javascript,69d0d2c,audit fix force,0.0,18.0,success,
api-javascript,69d0d2c,maxnpm_cve_oldness,36.85,15.0,success,
api-javascript,69d0d2c,maxnpm_cve_oldness_pip_else_npm,36.85,15.0,success,
eslint,796587a,vanilla,0.0,90.0,success,
eslint,796587a,audit fix,0.0,90.0,success,
eslint,796587a,audit fix force,0.0,90.0,success,
eslint,796587a,maxnpm_cve_oldness,,,missing,
eslint,796587a,maxnpm_cve_oldness_pip_else_npm,,,missing,
css-sprite,301f562,vanilla,148.40000000000003,77.0,success,
css-sprite,301f562,audit fix,148.40000000000003,77.0,success,
css-sprite,301f562,audit fix force,13.6,166.0,success,
css-sprite,301f562,maxnpm_cve_oldness,133.4,67.0,success,
css-sprite,301f562,maxnpm_cve_oldness_pip_else_npm,133.4,67.0,success,
ledger-live,007e693,vanilla,,,missing,
ledger-live,007e693,audit fix,,,missing,
ledger-live,007e693,audit fix force,,,missing,
ledger-live,007e693,maxnpm_cve_oldness,,,missing,
ledger-live,007e693,maxnpm_cve_oldness_pip_else_npm,,,missing,
appium,49832c3,vanilla,156.5,1315.0,success,
appium,49832c3,audit fix,156.5,1315.0,success,
appium,49832c3,audit fix force,207.65000000000006,1280.0,success,
appium,49832c3,maxnpm_cve_oldness,,,missing,
appium,49832c3,maxnpm_cve_oldness_pip_else_npm,,,missing,
honkit,90715c1,vanilla,556.4499999999999,345.0,success,
honkit,90715c1,audit fix,556.4499999999999,341.0,success,
honkit,90715c1,audit fix force,556.4499999999999,345.0,success,
honkit,90715c1,maxnpm_cve_oldness,,,missing,
honkit,90715c1,maxnpm_cve_oldness_pip_else_npm,,,missing,
npm,bcccd90,vanilla,120.7,224.0,success,
npm,bcccd90,audit fix,120.7,224.0,success,
npm,bcccd90,audit fix force,0.0,291.0,success,
npm,bcccd90,maxnpm_cve_oldness,,,missing,
npm,bcccd90,maxnpm_cve_oldness_pip_else_npm,65.8,187.0,success,
pouchdb-server,7c1e6f9,vanilla,33.8,220.0,success,
pouchdb-server,7c1e6f9,audit fix,33.8,220.0,success,
pouchdb-server,7c1e6f9,audit fix force,7.5,215.0,success,
pouchdb-server,7c1e6f9,maxnpm_cve_oldness,26.3,164.0,success,
pouchdb-server,7c1e6f9,maxnpm_cve_oldness_pip_else_npm,26.3,163.0,success,
cf-abacus,41bccae,vanilla,0.0,93.0,success,
cf-abacus,41bccae,audit fix,0.0,93.0,success,
cf-abacus,41bccae,audit fix force,0.0,93.0,success,
cf-abacus,41bccae,maxnpm_cve_oldness,,,missing,
cf-abacus,41bccae,maxnpm_cve_oldness_pip_else_npm,,,missing,
appium,21c8feb,vanilla,608.1000000000001,257.0,success,
appium,21c8feb,audit fix,608.1000000000001,258.0,success,
appium,21c8feb,audit fix force,608.1000000000001,257.0,success,
appium,21c8feb,maxnpm_cve_oldness,,,missing,
appium,21c8feb,maxnpm_cve_oldness_pip_else_npm,,,missing,
webpack,a0dfa8c,vanilla,10.899999999999999,179.0,success,
webpack,a0dfa8c,audit fix,10.899999999999999,179.0,success,
webpack,a0dfa8c,audit fix force,0.0,157.0,success,
webpack,a0dfa8c,maxnpm_cve_oldness,,,missing,
webpack,a0dfa8c,maxnpm_cve_oldness_pip_else_npm,,,missing,
crawlee,ec017c7,vanilla,0.0,74.0,success,
crawlee,ec017c7,audit fix,0.0,74.0,success,
crawlee,ec017c7,audit fix force,0.0,74.0,success,
crawlee,ec017c7,maxnpm_cve_oldness,0.0,72.0,success,
crawlee,ec017c7,maxnpm_cve_oldness_pip_else_npm,0.0,72.0,success,
awesome-typescript-loader,2bbfe09,vanilla,44.400000000000006,48.0,success,
awesome-typescript-loader,2bbfe09,audit fix,44.400000000000006,47.0,success,
awesome-typescript-loader,2bbfe09,audit fix force,0.0,47.0,success,
awesome-typescript-loader,2bbfe09,maxnpm_cve_oldness,44.400000000000006,44.0,success,
awesome-typescript-loader,2bbfe09,maxnpm_cve_oldness_pip_else_npm,44.400000000000006,44.0,success,
bootprint-monorepo,3f5e3fa,vanilla,184.2,389.0,success,
bootprint-monorepo,3f5e3fa,audit fix,184.2,389.0,success,
bootprint-monorepo,3f5e3fa,audit fix force,58.4,283.0,success,
bootprint-monorepo,3f5e3fa,maxnpm_cve_oldness,,,missing,
bootprint-monorepo,3f5e3fa,maxnpm_cve_oldness_pip_else_npm,,,missing,
bitcore,3ec73ac,vanilla,621.7500000000001,405.0,success,
bitcore,3ec73ac,audit fix,627.2000000000002,406.0,success,
bitcore,3ec73ac,audit fix force,578.9500000000002,398.0,success,
bitcore,3ec73ac,maxnpm_cve_oldness,,,missing,
bitcore,3ec73ac,maxnpm_cve_oldness_pip_else_npm,,,missing,
assets-webpack-plugin,88116ce,vanilla,0.0,3.0,success,
assets-webpack-plugin,88116ce,audit fix,0.0,3.0,success,
assets-webpack-plugin,88116ce,audit fix force,0.0,3.0,success,
assets-webpack-plugin,88116ce,maxnpm_cve_oldness,0.0,3.0,success,
assets-webpack-plugin,88116ce,maxnpm_cve_oldness_pip_else_npm,0.0,3.0,success,
forest-express,58d9e7f,vanilla,96.50000000000001,146.0,success,
forest-express,58d9e7f,audit fix,96.50000000000001,146.0,success,
forest-express,58d9e7f,audit fix force,96.50000000000001,146.0,success,
forest-express,58d9e7f,maxnpm_cve_oldness,,,missing,
forest-express,58d9e7f,maxnpm_cve_oldness_pip_else_npm,,,missing,
angular-cli,91362bf,vanilla,5.3,251.0,success,
angular-cli,91362bf,audit fix,5.3,251.0,success,
angular-cli,91362bf,audit fix force,0.0,250.0,success,
angular-cli,91362bf,maxnpm_cve_oldness,,,missing,
angular-cli,91362bf,maxnpm_cve_oldness_pip_else_npm,,,missing,
browsertime,50ac03e,vanilla,184.35,462.0,success,
browsertime,50ac03e,audit fix,184.35,462.0,success,
browsertime,50ac03e,audit fix force,184.35,462.0,success,
browsertime,50ac03e,maxnpm_cve_oldness,,,missing,
browsertime,50ac03e,maxnpm_cve_oldness_pip_else_npm,,,missing,
ledger-live,abbef1a,vanilla,36.4,1525.0,success,
ledger-live,abbef1a,audit fix,36.4,1529.0,success,
ledger-live,abbef1a,audit fix force,15.0,1003.0,success,
ledger-live,abbef1a,maxnpm_cve_oldness,,,missing,
ledger-live,abbef1a,maxnpm_cve_oldness_pip_else_npm,,,missing,
appium-support,4ef0c0b,vanilla,44.400000000000006,50.0,success,
appium-support,4ef0c0b,audit fix,44.400000000000006,50.0,success,
appium-support,4ef0c0b,audit fix force,0.0,49.0,success,
appium-support,4ef0c0b,maxnpm_cve_oldness,,,missing,
appium-support,4ef0c0b,maxnpm_cve_oldness_pip_else_npm,,,missing,
ledger-live,ce1558b,vanilla,,,missing,
ledger-live,ce1558b,audit fix,,,missing,
ledger-live,ce1558b,audit fix force,,,missing,
ledger-live,ce1558b,maxnpm_cve_oldness,,,missing,
ledger-live,ce1558b,maxnpm_cve_oldness_pip_else_npm,,,missing,
awesome-typescript-loader,666be6f,vanilla,44.400000000000006,11.0,success,
awesome-typescript-loader,666be6f,audit fix,44.400000000000006,11.0,success,
awesome-typescript-loader,666be6f,audit fix force,0.0,11.0,success,
awesome-typescript-loader,666be6f,maxnpm_cve_oldness,44.400000000000006,11.0,success,
awesome-typescript-loader,666be6f,maxnpm_cve_oldness_pip_else_npm,44.400000000000006,9.0,success,
YAB,ec922f2,vanilla,0.0,78.0,success,
YAB,ec922f2,audit fix,0.0,78.0,success,
YAB,ec922f2,audit fix force,0.0,78.0,success,
YAB,ec922f2,maxnpm_cve_oldness,0.0,74.0,success,
YAB,ec922f2,maxnpm_cve_oldness_pip_else_npm,0.0,74.0,success,
sdm,89f56c2,vanilla,104.15,1214.0,success,
sdm,89f56c2,audit fix,104.15,1214.0,success,
sdm,89f56c2,audit fix force,104.15,1214.0,success,
sdm,89f56c2,maxnpm_cve_oldness,,,missing,
sdm,89f56c2,maxnpm_cve_oldness_pip_else_npm,,,missing,
BitGoJS,34fbd8c,vanilla,179.1,275.0,success,
BitGoJS,34fbd8c,audit fix,179.1,275.0,success,
BitGoJS,34fbd8c,audit fix force,9.8,278.0,success,
BitGoJS,34fbd8c,maxnpm_cve_oldness,,,missing,
BitGoJS,34fbd8c,maxnpm_cve_oldness_pip_else_npm,,,missing,
marko,da27453,vanilla,7.5,52.0,success,
marko,da27453,audit fix,7.5,52.0,success,
marko,da27453,audit fix force,0.0,52.0,success,
marko,da27453,maxnpm_cve_oldness,7.5,49.0,success,
marko,da27453,maxnpm_cve_oldness_pip_else_npm,7.5,48.0,success,
astroturf,1fa8e18,vanilla,0.0,49.0,success,
astroturf,1fa8e18,audit fix,0.0,49.0,success,
astroturf,1fa8e18,audit fix force,0.0,49.0,success,
astroturf,1fa8e18,maxnpm_cve_oldness,0.0,45.0,success,
astroturf,1fa8e18,maxnpm_cve_oldness_pip_else_npm,0.0,45.0,success,
ledger-live,06537ab,vanilla,165.45000000000005,1546.0,success,
ledger-live,06537ab,audit fix,165.45000000000005,1546.0,success,
ledger-live,06537ab,audit fix force,148.14999999999998,2196.0,success,
ledger-live,06537ab,maxnpm_cve_oldness,,,missing,
ledger-live,06537ab,maxnpm_cve_oldness_pip_else_npm,,,missing,
ethereumjs-monorepo,d4cff4f,vanilla,0.0,160.0,success,
ethereumjs-monorepo,d4cff4f,audit fix,0.0,160.0,success,
ethereumjs-monorepo,d4cff4f,audit fix force,0.0,160.0,success,
ethereumjs-monorepo,d4cff4f,maxnpm_cve_oldness,,,missing,
ethereumjs-monorepo,d4cff4f,maxnpm_cve_oldness_pip_else_npm,,,missing,
bitcore-lib-rapture,40ee699,vanilla,7.5,11.0,success,
bitcore-lib-rapture,40ee699,audit fix,7.5,11.0,success,
bitcore-lib-rapture,40ee699,audit fix force,7.5,11.0,success,
bitcore-lib-rapture,40ee699,maxnpm_cve_oldness,,,missing,
bitcore-lib-rapture,40ee699,maxnpm_cve_oldness_pip_else_npm,,,missing,
graphql-cli,96bd3a0,vanilla,47.24999999999999,289.0,success,
graphql-cli,96bd3a0,audit fix,47.24999999999999,289.0,success,
graphql-cli,96bd3a0,audit fix force,11.4,390.0,success,
graphql-cli,96bd3a0,maxnpm_cve_oldness,,,missing,
graphql-cli,96bd3a0,maxnpm_cve_oldness_pip_else_npm,,,missing,
bit-bundler,3a26aa9,vanilla,15.0,237.0,success,
bit-bundler,3a26aa9,audit fix,15.0,237.0,success,
bit-bundler,3a26aa9,audit fix force,7.5,118.0,success,
bit-bundler,3a26aa9,maxnpm_cve_oldness,15.0,190.0,success,
bit-bundler,3a26aa9,maxnpm_cve_oldness_pip_else_npm,15.0,189.0,success,
cf-abacus,a695494,vanilla,0.0,90.0,success,
cf-abacus,a695494,audit fix,0.0,90.0,success,
cf-abacus,a695494,audit fix force,0.0,90.0,success,
cf-abacus,a695494,maxnpm_cve_oldness,,,missing,
cf-abacus,a695494,maxnpm_cve_oldness_pip_else_npm,,,missing,
bitcore-lib-dash,b7880ea,vanilla,58.900000000000006,8.0,success,
bitcore-lib-dash,b7880ea,audit fix,58.900000000000006,8.0,success,
bitcore-lib-dash,b7880ea,audit fix force,0.0,15.0,success,
bitcore-lib-dash,b7880ea,maxnpm_cve_oldness,58.900000000000006,11.0,success,
bitcore-lib-dash,b7880ea,maxnpm_cve_oldness_pip_else_npm,58.900000000000006,8.0,success,
node-foreman,8af9384,vanilla,27.25,11.0,success,
node-foreman,8af9384,audit fix,27.25,11.0,success,
node-foreman,8af9384,audit fix force,0.0,8.0,success,
node-foreman,8af9384,maxnpm_cve_oldness,27.25,11.0,success,
node-foreman,8af9384,maxnpm_cve_oldness_pip_else_npm,27.25,11.0,success,
npm,e121fd9,vanilla,129.3,219.0,success,
npm,e121fd9,audit fix,129.3,219.0,success,
npm,e121fd9,audit fix force,0.0,298.0,success,
npm,e121fd9,maxnpm_cve_oldness,,,missing,
npm,e121fd9,maxnpm_cve_oldness_pip_else_npm,121.8,199.0,success,
bitcore,dfa0e25,vanilla,43.5,14.0,success,
bitcore,dfa0e25,audit fix,43.5,14.0,success,
bitcore,dfa0e25,audit fix force,0.0,16.0,success,
bitcore,dfa0e25,maxnpm_cve_oldness,43.5,14.0,success,
bitcore,dfa0e25,maxnpm_cve_oldness_pip_else_npm,43.5,13.0,success,
pouchdb-server,70d7514,vanilla,22.8,417.0,success,
pouchdb-server,70d7514,audit fix,22.8,417.0,success,
pouchdb-server,70d7514,audit fix force,0.0,353.0,success,
pouchdb-server,70d7514,maxnpm_cve_oldness,,,missing,
pouchdb-server,70d7514,maxnpm_cve_oldness_pip_else_npm,,,missing,
loopback-datasource-juggler,28d457d,vanilla,0.0,104.0,success,
loopback-datasource-juggler,28d457d,audit fix,0.0,104.0,success,
loopback-datasource-juggler,28d457d,audit fix force,0.0,104.0,success,
loopback-datasource-juggler,28d457d,maxnpm_cve_oldness,,,missing,
loopback-datasource-juggler,28d457d,maxnpm_cve_oldness_pip_else_npm,,,missing,
cantara,a604003,vanilla,222.45000000000002,2382.0,success,
cantara,a604003,audit fix,222.45000000000002,2431.0,success,
cantara,a604003,audit fix force,35.85,2199.0,success,
cantara,a604003,maxnpm_cve_oldness,,,missing,
cantara,a604003,maxnpm_cve_oldness_pip_else_npm,,,missing,
react-storybook,8e686b9,vanilla,20.3,31.0,success,
react-storybook,8e686b9,audit fix,20.3,31.0,success,
react-storybook,8e686b9,audit fix force,0.0,31.0,success,
react-storybook,8e686b9,maxnpm_cve_oldness,15.0,26.0,success,
react-storybook,8e686b9,maxnpm_cve_oldness_pip_else_npm,15.0,26.0,success,
snowpack,88c6501,vanilla,10.6,339.0,success,
snowpack,88c6501,audit fix,10.6,339.0,success,
snowpack,88c6501,audit fix force,0.0,339.0,success,
snowpack,88c6501,maxnpm_cve_oldness,,,missing,
snowpack,88c6501,maxnpm_cve_oldness_pip_else_npm,,,missing,
windows-installer,e93e27b,vanilla,0.0,23.0,success,
windows-installer,e93e27b,audit fix,0.0,23.0,success,
windows-installer,e93e27b,audit fix force,0.0,23.0,success,
windows-installer,e93e27b,maxnpm_cve_oldness,0.0,12.0,success,
windows-installer,e93e27b,maxnpm_cve_oldness_pip_else_npm,0.0,12.0,success,
icebreaker-rpc,f086dba,vanilla,0.0,82.0,success,
icebreaker-rpc,f086dba,audit fix,0.0,82.0,success,
icebreaker-rpc,f086dba,audit fix force,0.0,82.0,success,
icebreaker-rpc,f086dba,maxnpm_cve_oldness,0.0,78.0,success,
icebreaker-rpc,f086dba,maxnpm_cve_oldness_pip_else_npm,0.0,78.0,success,
jupyterlab,dedf183,vanilla,77.14999999999999,42.0,success,
jupyterlab,dedf183,audit fix,77.14999999999999,42.0,success,
jupyterlab,dedf183,audit fix force,0.0,45.0,success,
jupyterlab,dedf183,maxnpm_cve_oldness,71.85,36.0,success,
jupyterlab,dedf183,maxnpm_cve_oldness_pip_else_npm,71.85,36.0,success,
bootprint-monorepo,a378631,vanilla,95.30000000000001,14.0,success,
bootprint-monorepo,a378631,audit fix,95.30000000000001,14.0,success,
bootprint-monorepo,a378631,audit fix force,0.0,13.0,success,
bootprint-monorepo,a378631,maxnpm_cve_oldness,95.30000000000001,14.0,success,
bootprint-monorepo,a378631,maxnpm_cve_oldness_pip_else_npm,95.30000000000001,14.0,success,
postcss-cssnext,f14382c,vanilla,15.899999999999999,49.0,success,
postcss-cssnext,f14382c,audit fix,15.899999999999999,49.0,success,
postcss-cssnext,f14382c,audit fix force,15.899999999999999,77.0,success,
postcss-cssnext,f14382c,maxnpm_cve_oldness,12.6,38.0,success,
postcss-cssnext,f14382c,maxnpm_cve_oldness_pip_else_npm,12.6,38.0,success,
ethereumjs-util,8e9c200,vanilla,14.5,11.0,success,
ethereumjs-util,8e9c200,audit fix,14.5,11.0,success,
ethereumjs-util,8e9c200,audit fix force,0.0,14.0,success,
ethereumjs-util,8e9c200,maxnpm_cve_oldness,14.5,11.0,success,
ethereumjs-util,8e9c200,maxnpm_cve_oldness_pip_else_npm,14.5,11.0,success,
broccoli-stew,0f4b40c,vanilla,7.5,49.0,success,
broccoli-stew,0f4b40c,audit fix,7.5,49.0,success,
broccoli-stew,0f4b40c,audit fix force,0.0,81.0,success,
broccoli-stew,0f4b40c,maxnpm_cve_oldness,7.5,47.0,success,
broccoli-stew,0f4b40c,maxnpm_cve_oldness_pip_else_npm,7.5,47.0,success,
bullmq,b75b4f1,vanilla,0.0,32.0,success,
bullmq,b75b4f1,audit fix,0.0,32.0,success,
bullmq,b75b4f1,audit fix force,0.0,32.0,success,
bullmq,b75b4f1,maxnpm_cve_oldness,0.0,32.0,success,
bullmq,b75b4f1,maxnpm_cve_oldness_pip_else_npm,0.0,32.0,success,
arrest,2ee5b3d,vanilla,32.95,80.0,success,
arrest,2ee5b3d,audit fix,32.95,80.0,success,
arrest,2ee5b3d,audit fix force,0.0,98.0,success,
arrest,2ee5b3d,maxnpm_cve_oldness,32.95,78.0,success,
arrest,2ee5b3d,maxnpm_cve_oldness_pip_else_npm,32.95,69.0,success,
bowserify,efa19e6,vanilla,82.4,115.0,success,
bowserify,efa19e6,audit fix,82.4,115.0,success,
bowserify,efa19e6,audit fix force,0.0,143.0,success,
bowserify,efa19e6,maxnpm_cve_oldness,67.0,100.0,success,
bowserify,efa19e6,maxnpm_cve_oldness_pip_else_npm,67.0,100.0,success,
socket.io-client,39d5e20,vanilla,44.2,19.0,success,
socket.io-client,39d5e20,audit fix,44.2,19.0,success,
socket.io-client,39d5e20,audit fix force,0.0,13.0,success,
socket.io-client,39d5e20,maxnpm_cve_oldness,,,missing,
socket.io-client,39d5e20,maxnpm_cve_oldness_pip_else_npm,,,missing,
lesx-parser,9245c82,vanilla,0.0,2.0,success,
lesx-parser,9245c82,audit fix,0.0,2.0,success,
lesx-parser,9245c82,audit fix force,0.0,2.0,success,
lesx-parser,9245c82,maxnpm_cve_oldness,0.0,2.0,success,
lesx-parser,9245c82,maxnpm_cve_oldness_pip_else_npm,0.0,2.0,success,
loopback,e7884dc,vanilla,213.39999999999998,97.0,success,
loopback,e7884dc,audit fix,213.39999999999998,97.0,success,
loopback,e7884dc,audit fix force,92.60000000000001,382.0,success,
loopback,e7884dc,maxnpm_cve_oldness,,,missing,
loopback,e7884dc,maxnpm_cve_oldness_pip_else_npm,,,missing,
pouchdb-server,adea843,vanilla,26.3,220.0,success,
pouchdb-server,adea843,audit fix,26.3,220.0,success,
pouchdb-server,adea843,audit fix force,0.0,205.0,success,
pouchdb-server,adea843,maxnpm_cve_oldness,26.3,170.0,success,
pouchdb-server,adea843,maxnpm_cve_oldness_pip_else_npm,26.3,169.0,success,
auto,ad5f25f,vanilla,39.3,256.0,success,
auto,ad5f25f,audit fix,39.3,256.0,success,
auto,ad5f25f,audit fix force,0.0,269.0,success,
auto,ad5f25f,maxnpm_cve_oldness,,,missing,
auto,ad5f25f,maxnpm_cve_oldness_pip_else_npm,,,missing,
angular,17e702b,vanilla,210.3,753.0,success,
angular,17e702b,audit fix,210.3,753.0,success,
angular,17e702b,audit fix force,210.3,753.0,success,
angular,17e702b,maxnpm_cve_oldness,,,missing,
angular,17e702b,maxnpm_cve_oldness_pip_else_npm,,,missing,
hard-source-webpack-plugin,8281903,vanilla,0.0,94.0,success,
hard-source-webpack-plugin,8281903,audit fix,0.0,94.0,success,
hard-source-webpack-plugin,8281903,audit fix force,0.0,94.0,success,
hard-source-webpack-plugin,8281903,maxnpm_cve_oldness,,,missing,
hard-source-webpack-plugin,8281903,maxnpm_cve_oldness_pip_else_npm,0.0,84.0,success,
js-libp2p-secio,4eb0639,vanilla,29.75,95.0,success,
js-libp2p-secio,4eb0639,audit fix,29.75,95.0,success,
js-libp2p-secio,4eb0639,audit fix force,61.5,125.0,success,
js-libp2p-secio,4eb0639,maxnpm_cve_oldness,29.75,89.0,success,
js-libp2p-secio,4eb0639,maxnpm_cve_oldness_pip_else_npm,29.75,89.0,success,
mocha,ffaa38d,vanilla,25.25,15.0,success,
mocha,ffaa38d,audit fix,25.25,15.0,success,
mocha,ffaa38d,audit fix force,0.0,18.0,success,
mocha,ffaa38d,maxnpm_cve_oldness,25.25,15.0,success,
mocha,ffaa38d,maxnpm_cve_oldness_pip_else_npm,25.25,15.0,success,
assets-webpack-plugin,1c64bd8,vanilla,25.0,23.0,success,
assets-webpack-plugin,1c64bd8,audit fix,25.0,23.0,success,
assets-webpack-plugin,1c64bd8,audit fix force,0.0,16.0,success,
assets-webpack-plugin,1c64bd8,maxnpm_cve_oldness,25.0,23.0,success,
assets-webpack-plugin,1c64bd8,maxnpm_cve_oldness_pip_else_npm,25.0,23.0,success,
jsonld.js,17ec94a,vanilla,40.25,55.0,success,
jsonld.js,17ec94a,audit fix,40.25,55.0,success,
jsonld.js,17ec94a,audit fix force,6.5,52.0,success,
jsonld.js,17ec94a,maxnpm_cve_oldness,40.25,49.0,success,
jsonld.js,17ec94a,maxnpm_cve_oldness_pip_else_npm,40.25,49.0,success,
cloud-base-cli,d23c7fe,vanilla,12.8,380.0,success,
cloud-base-cli,d23c7fe,audit fix,12.8,380.0,success,
cloud-base-cli,d23c7fe,audit fix force,0.0,383.0,success,
cloud-base-cli,d23c7fe,maxnpm_cve_oldness,,,missing,
cloud-base-cli,d23c7fe,maxnpm_cve_oldness_pip_else_npm,,,missing,
cabin,4b85a4d,vanilla,0.0,290.0,success,
cabin,4b85a4d,audit fix,0.0,290.0,success,
cabin,4b85a4d,audit fix force,0.0,290.0,success,
cabin,4b85a4d,maxnpm_cve_oldness,0.0,152.0,success,
cabin,4b85a4d,maxnpm_cve_oldness_pip_else_npm,0.0,154.0,success,
cypress,ce53751,vanilla,0.0,4.0,success,
cypress,ce53751,audit fix,0.0,4.0,success,
cypress,ce53751,audit fix force,0.0,4.0,success,
cypress,ce53751,maxnpm_cve_oldness,0.0,4.0,success,
cypress,ce53751,maxnpm_cve_oldness_pip_else_npm,0.0,4.0,success,
Fomantic-UI,7864436,vanilla,193.85,655.0,success,
Fomantic-UI,7864436,audit fix,193.85,655.0,success,
Fomantic-UI,7864436,audit fix force,157.89999999999998,888.0,success,
Fomantic-UI,7864436,maxnpm_cve_oldness,,,missing,
Fomantic-UI,7864436,maxnpm_cve_oldness_pip_else_npm,,,missing,
bitcore-lib-crown,0af1dd3,vanilla,,,missing,
bitcore-lib-crown,0af1dd3,audit fix,,,missing,
bitcore-lib-crown,0af1dd3,audit fix force,,,missing,
bitcore-lib-crown,0af1dd3,maxnpm_cve_oldness,,,missing,
bitcore-lib-crown,0af1dd3,maxnpm_cve_oldness_pip_else_npm,,,missing,
bpmn-js,df45a5d,vanilla,0.0,20.0,success,
bpmn-js,df45a5d,audit fix,0.0,20.0,success,
bpmn-js,df45a5d,audit fix force,0.0,20.0,success,
bpmn-js,df45a5d,maxnpm_cve_oldness,0.0,20.0,success,
bpmn-js,df45a5d,maxnpm_cve_oldness_pip_else_npm,0.0,20.0,success,
npm,25ad746,vanilla,226.94999999999996,194.0,success,
npm,25ad746,audit fix,226.94999999999996,194.0,success,
npm,25ad746,audit fix force,226.94999999999996,194.0,success,
npm,25ad746,maxnpm_cve_oldness,,,missing,
npm,25ad746,maxnpm_cve_oldness_pip_else_npm,103.25,106.0,success,
merchant-center-application-kit,202d941,vanilla,41.7,72.0,success,
merchant-center-application-kit,202d941,audit fix,41.7,72.0,success,
merchant-center-application-kit,202d941,audit fix force,0.0,77.0,success,
merchant-center-application-kit,202d941,maxnpm_cve_oldness,41.7,70.0,success,
merchant-center-application-kit,202d941,maxnpm_cve_oldness_pip_else_npm,41.7,70.0,success,
datadog-api-client-typescript,262b188,vanilla,0.0,18.0,success,
datadog-api-client-typescript,262b188,audit fix,0.0,18.0,success,
datadog-api-client-typescript,262b188,audit fix force,0.0,18.0,success,
datadog-api-client-typescript,262b188,maxnpm_cve_oldness,0.0,18.0,success,
datadog-api-client-typescript,262b188,maxnpm_cve_oldness_pip_else_npm,0.0,18.0,success,
easygettext,0e55807,vanilla,14.3,97.0,success,
easygettext,0e55807,audit fix,14.3,97.0,success,
easygettext,0e55807,audit fix force,0.0,62.0,success,
easygettext,0e55807,maxnpm_cve_oldness,14.3,98.0,success,
easygettext,0e55807,maxnpm_cve_oldness_pip_else_npm,14.3,97.0,success,
pouchdb-server,3f14cb5,vanilla,145.1,481.0,success,
pouchdb-server,3f14cb5,audit fix,145.1,481.0,success,
pouchdb-server,3f14cb5,audit fix force,76.2,423.0,success,
pouchdb-server,3f14cb5,maxnpm_cve_oldness,,,missing,
pouchdb-server,3f14cb5,maxnpm_cve_oldness_pip_else_npm,,,missing,
bit,40fe388,vanilla,37.699999999999996,771.0,success,
bit,40fe388,audit fix,37.699999999999996,771.0,success,
bit,40fe388,audit fix force,415.09999999999997,920.0,success,
bit,40fe388,maxnpm_cve_oldness,,,missing,
bit,40fe388,maxnpm_cve_oldness_pip_else_npm,,,missing,
docusign-node-client,6118fa7,vanilla,105.8,54.0,success,
docusign-node-client,6118fa7,audit fix,105.8,54.0,success,
docusign-node-client,6118fa7,audit fix force,0.0,73.0,success,
docusign-node-client,6118fa7,maxnpm_cve_oldness,94.90000000000002,52.0,success,
docusign-node-client,6118fa7,maxnpm_cve_oldness_pip_else_npm,94.90000000000002,52.0,success,
hint,60e6d98,vanilla,31.25,222.0,success,
hint,60e6d98,audit fix,31.25,222.0,success,
hint,60e6d98,audit fix force,0.0,268.0,success,
hint,60e6d98,maxnpm_cve_oldness,,,missing,
hint,60e6d98,maxnpm_cve_oldness_pip_else_npm,,,missing,
ember-cli,f016820,vanilla,877.6,520.0,success,
ember-cli,f016820,audit fix,829.2,501.0,success,
ember-cli,f016820,audit fix force,339.8,964.0,success,
ember-cli,f016820,maxnpm_cve_oldness,,,missing,
ember-cli,f016820,maxnpm_cve_oldness_pip_else_npm,,,missing,
babel-plugin-filter-imports,e443ac5,vanilla,0.0,5.0,success,
babel-plugin-filter-imports,e443ac5,audit fix,0.0,5.0,success,
babel-plugin-filter-imports,e443ac5,audit fix force,0.0,5.0,success,
babel-plugin-filter-imports,e443ac5,maxnpm_cve_oldness,0.0,5.0,success,
babel-plugin-filter-imports,e443ac5,maxnpm_cve_oldness_pip_else_npm,0.0,5.0,success,
jsonld.js,7cb3513,vanilla,,,missing,
jsonld.js,7cb3513,audit fix,8.5,50.0,success,
jsonld.js,7cb3513,audit fix force,6.5,50.0,success,
jsonld.js,7cb3513,maxnpm_cve_oldness,8.5,46.0,success,
jsonld.js,7cb3513,maxnpm_cve_oldness_pip_else_npm,8.5,46.0,success,
node-browserify,5c87f47,vanilla,0.0,152.0,success,
node-browserify,5c87f47,audit fix,0.0,152.0,success,
node-browserify,5c87f47,audit fix force,0.0,152.0,success,
node-browserify,5c87f47,maxnpm_cve_oldness,,,missing,
node-browserify,5c87f47,maxnpm_cve_oldness_pip_else_npm,,,missing,
webpack-contrib,edaa638,vanilla,260.30000000000007,918.0,success,
webpack-contrib,edaa638,audit fix,260.30000000000007,918.0,success,
