Project,Rosette,Consistency,Minimize,DisallowCycles,Time,NDeps,Status
async-each,False,,,,1.9567956924438477,0,success
@babel_preset-react,False,,,,115.47225737571716,52,success
typedarray,False,,,,13.430946111679077,0,success
https-proxy-agent,False,,,,,0,ERESOLVE
istanbul-lib-instrument,False,,,,6.475274562835693,51,success
flatted,False,,,,183.30188131332397,0,success
@eslint_eslintrc,False,,,,5.288930892944336,28,success
nan,False,,,,361.80002450942993,0,success
util-deprecate,False,,,,1.6946499347686768,0,success
fresh,False,,,,442.5002508163452,0,success
type,False,,,,224.16074919700623,0,success
strip-bom,False,,,,367.7076163291931,0,success
nopt,False,,,,83.19177103042603,1,success
istanbul-lib-coverage,False,,,,76.07280492782593,0,success
is-directory,False,,,,56.09692072868347,0,success
util,False,,,,461.2745614051819,39,success
har-validator,False,,,,263.8863914012909,7,success
dashdash,False,,,,367.97555899620056,1,success
file-loader,False,,,,219.8746690750122,13,success
errno,False,,,,67.64665174484253,1,success
jsbn,False,,,,1.300238847732544,0,success
ieee754,False,,,,15.961312294006348,0,success
ajv-keywords,False,,,,565.4451725482941,1,success
snapdragon-util,False,,,,305.4456126689911,1,success
infer-owner,False,,,,498.8785672187805,0,success
parent-module,False,,,,279.0406651496887,1,success
unicode-property-aliases-ecmascript,False,,,,285.93084263801575,0,success
postcss-selector-parser,False,,,,487.54630851745605,2,success
exit,False,,,,,0,ETARGET
p-map,False,,,,597.2290346622467,4,success
@babel_plugin-transform-regenerator,False,,,,107.47298336029053,3,success
browserify-sign,False,,,,6.1702845096588135,30,success
mute-stream,False,,,,71.30808663368225,0,success
timers-browserify,False,,,,215.81841826438904,1,success
react-dom,False,,,,31.758307695388794,4,success
ajv-errors,False,,,,557.3509621620178,0,success
figgy-pudding,False,,,,180.48764848709106,0,success
caller-path,False,,,,543.2345893383026,2,success
cli-boxes,False,,,,255.16508316993713,0,success
spdx-correct,False,,,,474.82511472702026,3,success
to-regex-range,False,,,,294.77897238731384,1,success
regenerator-runtime,False,,,,1.7541720867156982,0,success
babel-jest,False,,,,,0,ETARGET
posix-character-classes,False,,,,49.11924767494202,0,success
data-urls,False,,,,473.2440860271454,6,success
source-map-resolve,False,,,,245.6826560497284,2,success
brorand,False,,,,27.641547679901123,0,success
jest-runtime,False,,,,,0,ETARGET
cacache,False,,,,,0,ETARGET
core-js-compat,False,,,,28.26131796836853,7,success
@babel_helper-create-regexp-features-plugin,False,,,,145.5916509628296,14,success
node-fetch,False,,,,568.7271361351013,4,success
builtin-status-codes,False,,,,388.91622734069824,0,success
browserify-des,False,,,,8.639843940734863,5,success
extend-shallow,False,,,,124.32920050621033,4,success
inflight,False,,,,67.51890468597412,2,success
arrify,False,,,,554.419516324997,0,success
assert,False,,,,7.417275667190552,43,success
uuid,False,,,,270.00010776519775,0,success
pako,False,,,,163.1477689743042,0,success
jest-pnp-resolver,False,,,,2.253145456314087,0,success
forever-agent,False,,,,2.2503256797790527,0,success
hash-base,False,,,,148.15052437782288,5,success
content-disposition,False,,,,439.40532302856445,1,success
is-symbol,False,,,,122.51877093315125,1,success
browserify-aes,False,,,,464.37903666496277,13,success
is-wsl,False,,,,319.09343957901,1,success
jest-matcher-utils,False,,,,,0,ETARGET
merge2,False,,,,76.21403431892395,0,success
react,False,,,,3.7773916721343994,3,success
stream-each,False,,,,502.5354709625244,4,success
url-parse,False,,,,469.70498538017273,2,success
@babel_helper-skip-transparent-expression-wrappers,False,,,,33.73619055747986,3,success
regexpp,False,,,,,0,ERESOLVE
unicode-match-property-value-ecmascript,False,,,,336.02800726890564,0,success
jest-validate,False,,,,102.62421369552612,20,success
commondir,False,,,,22.256187438964844,0,success
md5.js,False,,,,66.41484642028809,6,success
global-modules,False,,,,55.3982195854187,5,success
@babel_plugin-transform-runtime,False,,,,11.509016990661621,70,success
json-buffer,False,,,,27.90989375114441,0,success
escape-html,False,,,,7.809629440307617,0,success
@cyf1996..._cq-attribute-import,False,,,,7.543509483337402,0,success
hash.js,False,,,,67.11993288993835,2,success
has-unicode,False,,,,415.9325921535492,0,success
js-yaml,False,,,,115.66619348526001,1,success
p-finally,False,,,,423.3779287338257,0,success
@xtuc_long,False,,,,5.095271587371826,0,success
jest-haste-map,False,,,,,0,ETARGET
uglify-js,False,,,,23.658645629882812,0,success
p-cancelable,False,,,,15.451215982437134,0,success
get-value,False,,,,111.00524950027466,1,success
whatwg-mimetype,False,,,,421.842734336853,0,success
svgo,False,,,,501.77903509140015,17,success
xmlchars,False,,,,356.79757952690125,0,success
decode-uri-component,False,,,,542.4833846092224,0,success
@babel_plugin-transform-classes,False,,,,138.15329003334045,31,success
is-arguments,False,,,,406.2710974216461,6,success
w3c-hr-time,False,,,,320.5770299434662,1,success
unique-filename,False,,,,421.6015486717224,2,success
jest-changed-files,False,,,,17.346616506576538,30,success
file-uri-to-path,False,,,,,0,ERESOLVE
read-pkg,False,,,,453.2558739185333,32,success
tough-cookie,False,,,,335.12375688552856,3,success
eslint-module-utils,False,,,,14.005338668823242,9,success
for-in,False,,,,65.28315877914429,0,success
ipaddr.js,False,,,,63.47560715675354,0,success
is-number-object,False,,,,14.906549453735352,2,success
delayed-stream,False,,,,31.73020029067993,0,success
is-stream,False,,,,7.358264684677124,0,success
simple-swizzle,False,,,,408.17698788642883,1,success
fast-glob,False,,,,172.46532320976257,17,success
object.pick,False,,,,65.29115271568298,1,success
@babel_generator,False,,,,59.744852781295776,5,success
is-callable,False,,,,167.85687494277954,0,success
co,False,,,,484.54213213920593,0,success
gauge,False,,,,160.73536276817322,11,success
diffie-hellman,False,,,,28.184661388397217,5,success
@webassemblyjs_helper-api-error,False,,,,4.867502927780151,0,success
picomatch,False,,,,278.23987555503845,0,success
postcss-modules-values,False,,,,422.54410767555237,5,success
progress,False,,,,2.048872470855713,0,success
@babel_plugin-transform-block-scoping,False,,,,104.22724318504333,1,success
registry-auth-token,False,,,,211.40759706497192,5,success
is-glob,False,,,,62.133267402648926,1,success
escodegen,False,,,,4.709725856781006,10,success
jest-watcher,False,,,,182.95881938934326,50,success
request,False,,,,,0,ERESOLVE
source-map-support,False,,,,462.0890691280365,2,success
spdx-license-ids,False,,,,225.68139553070068,0,success
text-table,False,,,,101.54204511642456,0,success
@babel_helper-get-function-arity,False,,,,12.519995927810669,3,success
prelude-ls,False,,,,435.69370675086975,0,success
number-is-nan,False,,,,591.8816220760345,0,success
resolve-from,False,,,,366.9882130622864,0,success
path-key,False,,,,322.669634103775,0,success
colors,False,,,,353.10000228881836,0,success
test-exclude,False,,,,399.4757890701294,12,success
estraverse,False,,,,493.23289585113525,0,success
hosted-git-info,False,,,,591.2134776115417,2,success
@jest_test-result,False,,,,75.57170462608337,44,success
@babel_highlight,False,,,,12.530705213546753,9,success
has-values,False,,,,264.53543758392334,1,success
@istanbuljs_load-nyc-config,False,,,,9.629955291748047,13,success
@webassemblyjs_helper-fsm,False,,,,3.1069865226745605,0,success
pump,False,,,,19.646127700805664,3,success
q,False,,,,76.85240411758423,3,success
jest-diff,False,,,,,0,ETARGET
@babel_plugin-transform-member-expression-literals,False,,,,180.24254846572876,1,success
node-libs-browser,False,,,,264.78378677368164,84,success
emojis-list,False,,,,308.5112271308899,0,success
readable-stream,False,,,,551.0081939697266,4,success
date-fns,False,,,,,0,ERESOLVE
stream-http,False,,,,490.4778296947479,7,success
duplexify,False,,,,125.84860873222351,9,success
@babel_plugin-transform-arrow-functions,False,,,,80.4721405506134,1,success
esutils,False,,,,77.8336091041565,0,success
memory-fs,False,,,,79.70609521865845,11,success
sort-keys,False,,,,530.9336676597595,1,success
esquery,False,,,,216.0737898349762,1,success
@tootallnate_once,False,,,,,0,ERESOLVE
agent-base,False,,,,,0,ERESOLVE
css-loader,False,,,,265.43182373046875,15,success
process,False,,,,568.5180258750916,0,success
css-select,False,,,,380.8211872577667,8,success
path-is-inside,False,,,,93.20729207992554,0,success
sha.js,False,,,,343.8273537158966,2,success
eslint-scope,False,,,,503.7419443130493,2,success
json-schema,False,,,,6.501721382141113,0,success
shell-quote,False,,,,17.450833082199097,0,success
@babel_plugin-transform-named-capturing-groups-regex,False,,,,127.17549991607666,57,success
internal-slot,False,,,,125.40940284729004,7,success
@webassemblyjs_leb128,False,,,,8.792861938476562,1,success
imurmurhash,False,,,,2.3601057529449463,0,success
jsesc,False,,,,234.2790720462799,0,success
aggregate-error,False,,,,516.8791406154633,3,success
which-boxed-primitive,False,,,,444.75805592536926,12,success
deep-extend,False,,,,81.84483242034912,0,success
buffer-xor,False,,,,451.1728675365448,1,success
encodeurl,False,,,,216.28948187828064,0,success
espree,False,,,,157.74148178100586,3,success
jest-serializer,False,,,,5.3096418380737305,2,success
pretty-format,False,,,,17.643929481506348,16,success
html-encoding-sniffer,False,,,,74.23966240882874,3,success
cipher-base,False,,,,539.8146915435791,2,success
source-map,False,,,,464.9272451400757,0,success
portfinder,False,,,,49.64061641693115,6,success
@babel_plugin-transform-react-display-name,False,,,,99.34399962425232,1,success
lodash.uniq,False,,,,4.21811842918396,0,success
acorn,False,,,,2.464404344558716,0,success
@jest_fake-timers,False,,,,112.35291409492493,46,success
@szmarczak_http-timer,False,,,,6.2128212451934814,1,success
import-lazy,False,,,,217.57123231887817,0,success
json5,False,,,,136.86076593399048,1,success
widest-line,False,,,,392.3827950954437,5,success
are-we-there-yet,False,,,,,0,ETARGET
evp_bytestokey,False,,,,96.42712712287903,7,success
bn.js,False,,,,381.3949840068817,0,success
class-utils,False,,,,417.626256942749,14,success
nanomatch,False,,,,106.24915289878845,96,success
open,False,,,,597.2823872566223,3,success
postcss-modules-extract-imports,False,,,,7.120863437652588,0,success
har-schema,False,,,,214.27343845367432,0,success
cosmiconfig,False,,,,448.6997425556183,23,success
mdn-data,False,,,,78.71224522590637,0,success
babel-preset-jest,False,,,,248.78774070739746,34,success
boxen,False,,,,324.9371075630188,19,success
unicode-canonical-property-names-ecmascript,False,,,,343.5583276748657,0,success
randombytes,False,,,,501.878591299057,1,success
chardet,False,,,,567.3308069705963,0,success
@webassemblyjs_helper-wasm-section,False,,,,45.96803164482117,12,success
concat-map,False,,,,30.983335494995117,0,success
@babel_plugin-transform-block-scoped-functions,False,,,,100.70059943199158,1,success
pkg-dir,False,,,,404.93983268737793,6,success
word-wrap,False,,,,252.08892345428467,0,success
typescript,False,,,,457.135112285614,0,success
path-dirname,False,,,,1.000593900680542,0,success
duplexer,False,,,,16.838583946228027,0,success
strip-json-comments,False,,,,289.37320041656494,0,success
w3c-xmlserializer,False,,,,313.20938992500305,1,success
@webassemblyjs_helper-wasm-bytecode,False,,,,1.1023075580596924,0,success
json-parse-better-errors,False,,,,573.6217288970947,0,success
saxes,False,,,,,0,ERESOLVE
domutils,False,,,,273.66054463386536,4,success
decompress-response,False,,,,15.103606462478638,1,success
isstream,False,,,,15.398344993591309,0,success
browserify-rsa,False,,,,436.7421591281891,3,success
shebang-command,False,,,,554.4954578876495,1,success
create-hash,False,,,,366.5899362564087,10,success
invariant,False,,,,583.0697870254517,2,success
make-dir,False,,,,319.81564450263977,1,success
rc,False,,,,5.712519645690918,4,success
entities,False,,,,305.91702222824097,0,success
@babel_preset-env,False,,,,580.105658531189,154,success
promise,False,,,,238.71933102607727,1,success
to-object-path,False,,,,153.73947024345398,2,success
core-js,False,,,,2.0941362380981445,0,success
snapdragon-node,False,,,,278.95681047439575,0,success
file-entry-cache,False,,,,138.34218573570251,14,success
tar,False,,,,,0,ETARGET
@sinonjs_commons,False,,,,10.536316156387329,1,success
@babel_plugin-syntax-top-level-await,False,,,,152.9453146457672,1,success
@babel_plugin-syntax-nullish-coalescing-operator,False,,,,101.43311262130737,1,success
electron-to-chromium,False,,,,258.64943838119507,0,success
prop-types,False,,,,376.9338753223419,4,success
@babel_plugin-transform-dotall-regex,False,,,,102.7781069278717,58,success
opn,False,,,,503.04186511039734,1,success
isexe,False,,,,340.0968773365021,0,success
once,False,,,,274.129358291626,1,success
@babel_plugin-transform-parameters,False,,,,70.28963613510132,1,success
@babel_plugin-syntax-class-properties,False,,,,70.01321458816528,1,success
scheduler,False,,,,4.227533578872681,3,success
extend,False,,,,489.2158977985382,0,success
xmlbuilder,False,,,,350.33434319496155,0,success
p-timeout,False,,,,291.1719620227814,0,success
colorette,False,,,,280.17811942100525,0,success
get-stdin,False,,,,276.1084089279175,0,success
unique-string,False,,,,514.608870267868,2,success
normalize-package-data,False,,,,,0,ETARGET
component-emitter,False,,,,190.95452690124512,0,success
p-try,False,,,,383.42853903770447,0,success
run-queue,False,,,,437.37819266319275,1,success
@babel_plugin-transform-unicode-escapes,False,,,,179.08635139465332,1,success
@webassemblyjs_utf8,False,,,,1.6525986194610596,0,success
@babel_traverse,False,,,,223.41592931747437,24,success
inquirer,False,,,,124.74621438980103,50,success
@babel_template,False,,,,46.64000344276428,14,success
tmp,False,,,,357.23703026771545,12,success
static-extend,False,,,,230.5342562198639,11,success
tmpl,False,,,,194.29456067085266,0,success
no-case,False,,,,569.0386061668396,2,success
es5-ext,False,,,,162.06646871566772,8,success
shebang-regex,False,,,,567.7245643138885,0,success
postcss-loader,False,,,,530.6997902393341,27,success
responselike,False,,,,532.7402679920197,1,success
websocket-extensions,False,,,,19.44762635231018,0,success
@babel_plugin-syntax-dynamic-import,False,,,,93.63147711753845,1,success
whatwg-url,False,,,,412.2995071411133,3,success
p-limit,False,,,,347.94305181503296,1,success
fs-extra,False,,,,169.83835172653198,3,success
balanced-match,False,,,,7.4269514083862305,0,success
repeat-element,False,,,,454.56514716148376,0,success
assign-symbols,False,,,,465.77940225601196,0,success
object-inspect,False,,,,111.15239095687866,0,success
spdx-expression-parse,False,,,,289.6211304664612,2,success
copy-descriptor,False,,,,235.45881175994873,0,success
querystring,False,,,,17.23780608177185,0,success
es-to-primitive,False,,,,132.1690113544464,5,success
merge-descriptors,False,,,,126.98975467681885,0,success
snapdragon,False,,,,276.7271685600281,34,success
ansi-escapes,False,,,,395.81027603149414,1,success
flush-write-stream,False,,,,60.454370975494385,5,success
bcrypt-pbkdf,False,,,,7.468901872634888,1,success
@babel_plugin-proposal-export-namespace-from,False,,,,183.30812859535217,47,success
read-pkg-up,False,,,,579.6510367393494,39,success
@jest_transform,False,,,,,0,ETARGET
concat-stream,False,,,,170.25557160377502,7,success
@babel_plugin-transform-modules-systemjs,False,,,,129.23009824752808,39,success
es6-symbol,False,,,,170.2575330734253,8,success
jest-worker,False,,,,18.34340238571167,4,success
import-from,False,,,,14.856058597564697,0,success
string.prototype.trimstart,False,,,,419.50573086738586,7,success
regexpu-core,False,,,,46.87888813018799,9,success
restore-cursor,False,,,,534.0079829692841,3,success
lodash.isplainobject,False,,,,2.604931116104126,0,success
levn,False,,,,52.34120750427246,2,success
depd,False,,,,115.66521406173706,0,success
jest-regex-util,False,,,,2.5984694957733154,0,success
ansi-align,False,,,,460.3684594631195,5,success
@babel_plugin-syntax-numeric-separator,False,,,,87.51427936553955,1,success
elliptic,False,,,,526.3095092773438,7,success
async-limiter,False,,,,4.950520277023315,0,success
unset-value,False,,,,244.21968245506287,6,success
aproba,False,,,,561.6705596446991,0,success
rsvp,False,,,,466.3197546005249,0,success
xml2js,False,,,,365.4493815898895,2,success
@babel_code-frame,False,,,,12.180649280548096,10,success
http-proxy-middleware,False,,,,261.9710023403168,15,success
terser-webpack-plugin,False,,,,240.10641813278198,26,success
@babel_plugin-transform-modules-umd,False,,,,107.17153787612915,30,success
execa,False,,,,10.953905582427979,15,success
object-copy,False,,,,363.44916343688965,9,success
@babel_plugin-transform-object-super,False,,,,191.21256852149963,30,success
external-editor,False,,,,86.50512886047363,5,success
webidl-conversions,False,,,,260.14735317230225,0,success
tweetnacl,False,,,,347.1895327568054,0,success
react-is,False,,,,2.001612663269043,0,success
graceful-fs,False,,,,493.4569067955017,0,success
cookie,False,,,,483.0715217590332,0,success
resolve-url,False,,,,244.65291333198547,0,success
negotiator,False,,,,411.25942730903625,0,success
bytes,False,,,,263.35978055000305,0,success
global-prefix,False,,,,33.93051099777222,4,success
istanbul-reports,False,,,,515.470184803009,7,success
loader-utils,False,,,,5.30012845993042,3,success
jest-docblock,False,,,,21.821321725845337,1,success
@babel_plugin-proposal-dynamic-import,False,,,,114.54589056968689,47,success
serve-static,False,,,,466.8135235309601,20,success
css-tree,False,,,,397.2920775413513,2,success
array-includes,False,,,,577.3366181850433,31,success
ee-first,False,,,,41.24782466888428,0,success
node-notifier,False,,,,564.2377455234528,9,success
@babel_helper-validator-option,False,,,,7.954994201660156,0,success
bser,False,,,,5.584603548049927,1,success
safe-regex,False,,,,512.0099127292633,1,success
find-up,False,,,,317.3199510574341,5,success
cssstyle,False,,,,375.2639944553375,1,success
array-flatten,False,,,,10.46794605255127,0,success
terser,False,,,,420.6270663738251,5,success
nice-try,False,,,,268.8411195278168,0,success
arr-diff,False,,,,515.2815048694611,0,success
@babel_plugin-proposal-json-strings,False,,,,185.07685494422913,47,success
chrome-trace-event,False,,,,198.8638460636139,0,success
buffer-from,False,,,,525.1835401058197,0,success
promise-inflight,False,,,,1.7619471549987793,0,success
compressible,False,,,,516.8436834812164,1,success
decimal.js,False,,,,9.551401853561401,0,success
tty-browserify,False,,,,9.21882152557373,0,success
https-browserify,False,,,,285.2800374031067,0,success
http-proxy-agent,False,,,,,0,ERESOLVE
string.prototype.trimend,False,,,,450.58917260169983,7,success
clean-css,False,,,,338.51094698905945,1,success
fsevents,False,,,,,0,EBADPLATFORM
strip-ansi,False,,,,378.42913913726807,1,success
@webassemblyjs_wasm-opt,False,,,,77.20887732505798,13,success
cssesc,False,,,,464.6027834415436,0,success
extglob,False,,,,254.20194244384766,48,success
cli-width,False,,,,541.408828496933,0,success
create-hmac,False,,,,489.22156500816345,11,success
csso,False,,,,405.17538261413574,3,success
chokidar,False,,,,551.3204250335693,13,success
asynckit,False,,,,8.221274375915527,0,success
function-bind,False,,,,14.124854803085327,0,success
jsdom,False,,,,,0,EUNSUPPORTEDPROTOCOL
istanbul-lib-report,False,,,,448.08483958244324,5,success
param-case,False,,,,574.078046798706,4,success
methods,False,,,,83.67197489738464,0,success
requires-port,False,,,,151.17776942253113,0,success
delegates,False,,,,155.56522917747498,0,success
table,False,,,,283.9541015625,18,success
define-properties,False,,,,431.4121472835541,1,success
@babel_plugin-proposal-async-generator-functions,False,,,,141.04926753044128,50,success
is-fullwidth-code-point,False,,,,226.17078113555908,0,success
array-union,False,,,,443.2510805130005,0,success
define-property,False,,,,211.73135924339294,5,success
constants-browserify,False,,,,2.253567695617676,0,success
set-value,False,,,,351.8105163574219,3,success
@babel_plugin-transform-literals,False,,,,172.97965598106384,1,success
json-parse-even-better-errors,False,,,,97.80043148994446,0,success
assert-plus,False,,,,176.25387811660767,0,success
inherits,False,,,,429.9534909725189,0,success
jws,False,,,,9.762487173080444,4,success
http-errors,False,,,,185.63928055763245,5,success
range-parser,False,,,,501.6861581802368,0,success
@jest_reporters,False,,,,,0,ETARGET
@babel_helper-define-polyfill-provider,False,,,,548.61248087883,57,success
tsutils,False,,,,,0,ERESOLVE
neo-async,False,,,,16.958170652389526,0,success
glob,False,,,,,0,ETARGET
@babel_core,False,,,,189.84182786941528,49,success
media-typer,False,,,,124.1487066745758,0,success
jest-mock,False,,,,8.715132713317871,13,success
deepmerge,False,,,,97.40391945838928,0,success
path-to-regexp,False,,,,533.5422222614288,0,success
camelcase,False,,,,320.47191047668457,0,success
browserify-cipher,False,,,,6.455897808074951,17,success
qs,False,,,,487.3929212093353,7,success
@babel_helper-member-expression-to-functions,False,,,,27.124277353286743,3,success
set-blocking,False,,,,389.00981402397156,0,success
code-point-at,False,,,,593.5524907112122,0,success
clone-response,False,,,,554.9999406337738,1,success
@babel_plugin-transform-duplicate-keys,False,,,,115.07747268676758,1,success
meow,False,,,,348.06039214134216,60,success
ci-info,False,,,,444.2848262786865,0,success
@babel_plugin-syntax-logical-assignment-operators,False,,,,57.85694479942322,1,success
ip,False,,,,567.7839181423187,0,success
eslint-plugin-import,False,,,,289.7540943622589,82,success
jest-message-util,False,,,,90.6971526145935,39,success
url-parse-lax,False,,,,265.8154616355896,1,success
@babel_helper-hoist-variables,False,,,,104.66601538658142,3,success
prepend-http,False,,,,576.1359860897064,0,success
@babel_helper-module-imports,False,,,,95.09958600997925,3,success
events,False,,,,240.2147798538208,0,success
normalize-range,False,,,,534.7570281028748,0,success
boolbase,False,,,,1.7637393474578857,0,success
has-flag,False,,,,231.25679636001587,0,success
brace-expansion,False,,,,176.94849801063538,1,success
indent-string,False,,,,420.4520597457886,0,success
jest-environment-node,False,,,,,0,ETARGET
cacheable-request,False,,,,239.7064905166626,15,success
@babel_plugin-syntax-async-generators,False,,,,97.65728330612183,1,success
uri-js,False,,,,447.26678371429443,1,success
stealthy-require,False,,,,503.40876054763794,0,success
mime,False,,,,281.3430564403534,0,success
cliui,False,,,,455.0090477466583,9,success
compression,False,,,,18.13054895401001,11,success
jest-config,False,,,,134.535306930542,287,success
whatwg-fetch,False,,,,,0,ERESOLVE
hoist-non-react-statics,False,,,,234.85824346542358,1,success
@nodelib_fs.stat,False,,,,6.466821193695068,0,success
decamelize,False,,,,384.5975122451782,0,success
natural-compare,False,,,,3.1956422328948975,0,success
dir-glob,False,,,,334.9074010848999,1,success
strip-eof,False,,,,495.90924859046936,0,success
dotenv,False,,,,418.72480058670044,0,success
send,False,,,,302.2413444519043,18,success
escalade,False,,,,41.27876853942871,0,success
v8-compile-cache,False,,,,343.2321445941925,0,success
tar-stream,False,,,,386.8079688549042,13,success
json-schema-traverse,False,,,,91.80064725875854,0,success
extsprintf,False,,,,1.734632968902588,0,success
@babel_plugin-transform-computed-properties,False,,,,167.25574707984924,1,success
@babel_plugin-transform-sticky-regex,False,,,,95.26347947120667,1,success
which-module,False,,,,309.4573996067047,0,success
parse-json,False,,,,490.4283151626587,15,success
@babel_plugin-transform-for-of,False,,,,102.11696267127991,1,success
capture-exit,False,,,,196.82730340957642,1,success
jest-get-type,False,,,,2.80513334274292,0,success
@babel_plugin-syntax-optional-chaining,False,,,,153.62013363838196,1,success
is-arrayish,False,,,,410.1678261756897,0,success
babel-loader,False,,,,,0,ERESOLVE
domelementtype,False,,,,204.27568435668945,0,success
prr,False,,,,,0,ETARGET
http-signature,False,,,,28.527631998062134,15,success
aws-sign2,False,,,,1.9008808135986328,0,success
@nodelib_fs.walk,False,,,,23.806651830673218,6,success
jwa,False,,,,49.332478284835815,3,success
normalize-path,False,,,,306.54410195350647,0,success
http-proxy,False,,,,116.41258454322815,3,success
crypto-browserify,False,,,,435.8518285751343,43,success
iferr,False,,,,17.142407655715942,0,success
vary,False,,,,282.67543363571167,0,success
sshpk,False,,,,130.6403956413269,9,success
jest-each,False,,,,18.48872423171997,22,success
fill-range,False,,,,65.10383319854736,2,success
glob-to-regexp,False,,,,1.6478371620178223,0,success
unpipe,False,,,,111.66080784797668,0,success
@babel_helper-split-export-declaration,False,,,,20.419082641601562,3,success
normalize-url,False,,,,577.6846311092377,0,success
des.js,False,,,,177.75328159332275,2,success
@babel_plugin-proposal-optional-catch-binding,False,,,,112.32803010940552,47,success
form-data,False,,,,6.811579942703247,5,success
performance-now,False,,,,21.64882731437683,0,success
exec-sh,False,,,,6.2909181118011475,0,success
wordwrap,False,,,,87.35861921310425,0,success
get-intrinsic,False,,,,302.2183074951172,3,success
path-parse,False,,,,2.1101181507110596,0,success
he,False,,,,491.8032338619232,0,success
flat-cache,False,,,,261.2777283191681,13,success
ip-regex,False,,,,228.48749899864197,0,success
nth-check,False,,,,463.6184389591217,1,success
jest-snapshot,False,,,,,0,ETARGET
core-js-pure,False,,,,2.5615015029907227,0,success
urix,False,,,,94.522634267807,0,success
@babel_plugin-transform-modules-commonjs,False,,,,174.86536145210266,39,success
http-cache-semantics,False,,,,4.613904714584351,0,success
worker-farm,False,,,,176.20620727539062,2,success
ret,False,,,,149.19455862045288,0,success
side-channel,False,,,,546.453803062439,6,success
find-cache-dir,False,,,,17.311822414398193,10,success
url,False,,,,391.0281240940094,2,success
pinkie-promise,False,,,,23.80578374862671,1,success
merge-stream,False,,,,139.77693009376526,0,success
chalk,False,,,,598.6859965324402,5,success
fs.realpath,False,,,,1.8992290496826172,0,success
css-what,False,,,,528.0042116641998,0,success
crypto-random-string,False,,,,575.9595263004303,1,success
ini,False,,,,142.32558298110962,0,success
asn1,False,,,,487.42553877830505,1,success
prompts,False,,,,239.86975955963135,2,success
@babel_plugin-transform-react-jsx,False,,,,118.62371063232422,50,success
keyv,False,,,,7.331124305725098,1,success
type-check,False,,,,349.3174376487732,1,success
trim-newlines,False,,,,479.14451479911804,0,success
pbkdf2,False,,,,442.2068259716034,12,success
@jest_core,False,,,,,0,ETARGET
kleur,False,,,,7.718038082122803,0,success
glob-parent,False,,,,134.27088689804077,2,success
minizlib,False,,,,81.98268222808838,2,success
npmlog,False,,,,,0,ETARGET
is-accessor-descriptor,False,,,,71.02637553215027,0,success
proxy-addr,False,,,,316.8606288433075,2,success
make-error,False,,,,327.57596611976624,0,success
os-homedir,False,,,,539.7050993442535,0,success
minipass,False,,,,,0,ETARGET
cache-base,False,,,,510.12949204444885,26,success
shellwords,False,,,,17.628738164901733,0,success
console-control-strings,False,,,,322.56921458244324,0,success
object-keys,False,,,,421.0411922931671,0,success
hmac-drbg,False,,,,32.79213762283325,4,success
lower-case,False,,,,7.810467720031738,1,success
has-value,False,,,,90.38932585716248,4,success
wrap-ansi,False,,,,450.98163199424744,6,success
@webassemblyjs_wast-printer,False,,,,44.52744460105896,6,success
retry,False,,,,234.32621097564697,0,success
braces,False,,,,503.8216304779053,3,success
write-file-atomic,False,,,,435.42757987976074,4,success
browserify-zlib,False,,,,516.7130625247955,1,success
dom-serializer,False,,,,15.558563232421875,3,success
binary-extensions,False,,,,14.384196519851685,0,success
getpass,False,,,,5.058875560760498,1,success
os-browserify,False,,,,1.3131914138793945,0,success
loglevel,False,,,,106.16006684303284,0,success
eslint-import-resolver-node,False,,,,47.771729946136475,8,success
object-visit,False,,,,345.17662525177,1,success
has,False,,,,77.59823083877563,1,success
import-local,False,,,,225.87641549110413,9,success
split-string,False,,,,535.0962402820587,0,success
parse5,False,,,,1.988673210144043,0,success
postcss,False,,,,4.239092588424683,3,success
@babel_helper-optimise-call-expression,False,,,,33.36020231246948,3,success
punycode,False,,,,229.3327076435089,0,success
create-ecdh,False,,,,351.79114413261414,8,success
is-number,False,,,,267.43795680999756,0,success
remove-trailing-separator,False,,,,542.2329301834106,0,success
@nodelib_fs.scandir,False,,,,26.676650524139404,3,success
@babel_plugin-proposal-class-properties,False,,,,115.14772868156433,51,success
ignore,False,,,,311.04209780693054,0,success
tslib,False,,,,2.539010763168335,0,success
mimic-response,False,,,,510.8182420730591,0,success
sisteransi,False,,,,139.25112199783325,0,success
is-date-object,False,,,,13.827987670898438,2,success
@babel_helper-replace-supers,False,,,,125.422438621521,28,success
lodash,False,,,,1.3542802333831787,0,success
is-generator-fn,False,,,,8.879926681518555,0,success
object.assign,False,,,,454.3876328468323,7,success
color-name,False,,,,1.4343838691711426,0,success
to-arraybuffer,False,,,,310.2964406013489,0,success
css,False,,,,244.03317213058472,5,success
webpack-dev-middleware,False,,,,260.35151052474976,15,success
faye-websocket,False,,,,18.95981478691101,4,success
deep-equal,False,,,,431.9277446269989,45,success
string-width,False,,,,499.6927456855774,4,success
istanbul-lib-source-maps,False,,,,98.40703797340393,4,success
spdx-exceptions,False,,,,1.8524370193481445,0,success
jest-environment-jsdom,False,,,,,0,ETARGET
pumpify,False,,,,24.593117475509644,11,success
is-absolute-url,False,,,,199.9457459449768,0,success
through,False,,,,40.408897399902344,0,success
@babel_plugin-transform-spread,False,,,,163.8548607826233,5,success
