Project,Rosette,AuditFix,Consistency,Minimize,DisallowCycles,Time,NDeps,CVE,Status
source-map-support,False,no,,,,462.0890691280365,2,0,success
unpipe,False,no,,,,111.66080784797668,0,0,success
to-fast-properties,False,no,,,,332.60662722587585,0,0,success
domutils,False,no,,,,273.66054463386536,4,0,success
inquirer,False,no,,,,124.74621438980103,50,0,success
is-arguments,False,no,,,,406.2710974216461,6,0,success
brorand,False,no,,,,27.641547679901123,0,0,success
loader-utils,False,no,,,,5.30012845993042,3,0,success
ansi-colors,False,no,,,,490.2387912273407,0,0,success
is-installed-globally,False,no,,,,10.712074041366577,3,0,success
use,False,no,,,,431.9762418270111,0,0,success
jsdom,False,no,,,,,0,0,EUNSUPPORTEDPROTOCOL
promise,False,no,,,,238.71933102607727,1,0,success
jsprim,False,no,,,,6.903052806854248,5,0,success
csso,False,no,,,,405.17538261413574,3,0,success
semver,False,no,,,,429.5619204044342,2,0,success
@babel_plugin-transform-react-display-name,False,no,,,,99.34399962425232,1,0,success
@webassemblyjs_helper-api-error,False,no,,,,4.867502927780151,0,0,success
read-pkg-up,False,no,,,,579.6510367393494,39,0,success
eslint-plugin-import,False,no,,,,289.7540943622589,82,0,success
es6-symbol,False,no,,,,170.2575330734253,8,0,success
get-caller-file,False,no,,,,41.15086317062378,0,0,success
yaml,False,no,,,,385.1806266307831,0,0,success
http-parser-js,False,no,,,,2.1254360675811768,0,0,success
encodeurl,False,no,,,,216.28948187828064,0,0,success
@babel_plugin-syntax-jsx,False,no,,,,148.4690227508545,1,0,success
decode-uri-component,False,no,,,,542.4833846092224,0,0,success
body-parser,False,no,,,,542.1085224151611,21,0,success
base,False,no,,,,483.1998345851898,36,0,success
@babel_traverse,False,no,,,,223.41592931747437,24,0,success
cookie-signature,False,no,,,,226.6453776359558,0,0,success
@webassemblyjs_helper-code-frame,False,no,,,,37.79788565635681,7,0,success
@babel_core,False,no,,,,189.84182786941528,49,0,success
bl,False,no,,,,10.458255767822266,8,0,success
path-exists,False,no,,,,526.0910861492157,0,0,success
@jest_core,False,no,,,,,0,0,ETARGET
@webassemblyjs_ieee754,False,no,,,,7.3564653396606445,1,0,success
@jest_reporters,False,no,,,,,0,0,ETARGET
mime-types,False,no,,,,380.37769508361816,1,0,success
pirates,False,no,,,,559.8125879764557,1,0,success
@babel_generator,False,no,,,,59.744852781295776,5,0,success
query-string,False,no,,,,568.467859506607,4,0,success
normalize-path,False,no,,,,306.54410195350647,0,0,success
chownr,False,no,,,,583.7217195034027,0,0,success
unbox-primitive,False,no,,,,487.4573669433594,13,0,success
fast-levenshtein,False,no,,,,515.3114738464355,1,0,success
randombytes,False,no,,,,501.878591299057,1,0,success
path-is-absolute,False,no,,,,376.1047239303589,0,0,success
require-main-filename,False,no,,,,555.2005002498627,0,0,success
@babel_preset-react,False,no,,,,115.47225737571716,52,0,success
json-stringify-safe,False,no,,,,171.6205084323883,0,0,success
typedarray-to-buffer,False,no,,,,523.1369626522064,0,0,success
aws4,False,no,,,,63.18532109260559,0,0,success
node-int64,False,no,,,,261.7835011482239,0,0,success
registry-auth-token,False,no,,,,211.40759706497192,5,0,success
isstream,False,no,,,,15.398344993591309,0,0,success
type,False,no,,,,224.16074919700623,0,0,success
jest-get-type,False,no,,,,2.80513334274292,0,0,success
gensync,False,no,,,,1.7913458347320557,0,0,success
nice-try,False,no,,,,268.8411195278168,0,0,success
iferr,False,no,,,,17.142407655715942,0,0,success
minimalistic-assert,False,no,,,,2.551647901535034,0,0,success
parse-json,False,no,,,,490.4283151626587,15,0,success
invariant,False,no,,,,583.0697870254517,2,0,success
node-modules-regexp,False,no,,,,551.6213023662567,0,0,success
@babel_helper-module-imports,False,no,,,,95.09958600997925,3,0,success
is-fullwidth-code-point,False,no,,,,226.17078113555908,0,0,success
uri-js,False,no,,,,447.26678371429443,1,0,success
are-we-there-yet,False,no,,,,,0,0,ETARGET
@sindresorhus_is,False,no,,,,186.63193273544312,0,0,success
@babel_plugin-transform-async-to-generator,False,no,,,,134.61815762519836,31,0,success
isexe,False,no,,,,340.0968773365021,0,0,success
istanbul-lib-report,False,no,,,,448.08483958244324,5,0,success
espree,False,no,,,,157.74148178100586,3,0,success
open,False,no,,,,597.2823872566223,3,0,success
extglob,False,no,,,,254.20194244384766,48,0,success
path-type,False,no,,,,555.3387358188629,0,0,success
destroy,False,no,,,,143.93756818771362,0,0,success
electron-to-chromium,False,no,,,,258.64943838119507,0,0,success
slice-ansi,False,no,,,,460.1764051914215,2,0,success
callsites,False,no,,,,501.63407349586487,0,0,success
acorn,False,no,,,,2.464404344558716,0,0,success
copy-concurrently,False,no,,,,324.5442223548889,27,0,success
run-parallel,False,no,,,,312.085812330246,1,0,success
unset-value,False,no,,,,244.21968245506287,6,0,success
is-string,False,no,,,,175.35022854804993,2,0,success
postcss-value-parser,False,no,,,,105.62910842895508,0,0,success
object-inspect,False,no,,,,111.15239095687866,0,0,success
request-promise-core,False,no,,,,540.4302740097046,1,0,success
combined-stream,False,no,,,,29.250332355499268,1,0,success
opn,False,no,,,,503.04186511039734,1,0,success
snapdragon-node,False,no,,,,278.95681047439575,0,0,success
domelementtype,False,no,,,,204.27568435668945,0,0,success
url-parse-lax,False,no,,,,265.8154616355896,1,0,success
unique-filename,False,no,,,,421.6015486717224,2,0,success
@babel_plugin-proposal-optional-chaining,False,no,,,,193.35587525367737,48,0,success
parent-module,False,no,,,,279.0406651496887,1,0,success
flat-cache,False,no,,,,261.2777283191681,13,0,success
path-key,False,no,,,,322.669634103775,0,0,success
type-check,False,no,,,,349.3174376487732,1,0,success
p-map,False,no,,,,597.2290346622467,4,0,success
node-notifier,False,no,,,,564.2377455234528,9,0,success
is-regex,False,no,,,,177.02276372909546,6,0,success
eslint-scope,False,no,,,,503.7419443130493,2,0,success
@babel_plugin-transform-classes,False,no,,,,138.15329003334045,31,0,success
scheduler,False,no,,,,4.227533578872681,3,0,success
@babel_plugin-transform-computed-properties,False,no,,,,167.25574707984924,1,0,success
stream-shift,False,no,,,,387.11217856407166,0,0,success
@webassemblyjs_helper-wasm-section,False,no,,,,45.96803164482117,12,0,success
console-browserify,False,no,,,,419.3852472305298,0,0,success
dashdash,False,no,,,,367.97555899620056,1,0,success
sprintf-js,False,no,,,,318.29057931900024,0,0,success
strip-bom,False,no,,,,367.7076163291931,0,0,success
@webassemblyjs_leb128,False,no,,,,8.792861938476562,1,0,success
lodash.merge,False,no,,,,1.1950745582580566,0,0,success
util.promisify,False,no,,,,484.4290373325348,33,0,success
abbrev,False,no,,,,360.151319026947,0,0,success
posix-character-classes,False,no,,,,49.11924767494202,0,0,success
object-visit,False,no,,,,345.17662525177,1,0,success
micromatch,False,no,,,,71.3883490562439,5,0,success
jest-environment-jsdom,False,no,,,,,0,0,ETARGET
meow,False,no,,,,348.06039214134216,60,0,success
rc,False,no,,,,5.712519645690918,4,0,success
esquery,False,no,,,,216.0737898349762,1,0,success
has-symbols,False,no,,,,8.03098177909851,0,0,success
@webassemblyjs_wasm-opt,False,no,,,,77.20887732505798,13,0,success
chalk,False,no,,,,598.6859965324402,5,0,success
estraverse,False,no,,,,493.23289585113525,0,0,success
http-signature,False,no,,,,28.527631998062134,15,0,success
arr-union,False,no,,,,386.9868803024292,0,0,success
os-locale,False,no,,,,569.8049101829529,2,0,success
create-ecdh,False,no,,,,351.79114413261414,8,0,success
console-control-strings,False,no,,,,322.56921458244324,0,0,success
strip-eof,False,no,,,,495.90924859046936,0,0,success
tunnel-agent,False,no,,,,6.406265020370483,1,0,success
buffer,False,no,,,,7.2269368171691895,2,0,success
querystringify,False,no,,,,471.02604246139526,0,0,success
caller-path,False,no,,,,543.2345893383026,2,0,success
jest-jasmine2,False,no,,,,511.55933928489685,206,0,success
regenerator-transform,False,no,,,,441.81242418289185,2,0,success
resolve-cwd,False,no,,,,504.80207777023315,1,0,success
xml-name-validator,False,no,,,,316.30624985694885,0,0,success
run-async,False,no,,,,294.1086530685425,0,0,success
acorn-walk,False,no,,,,1.7067978382110596,0,0,success
write-file-atomic,False,no,,,,435.42757987976074,4,0,success
merge2,False,no,,,,76.21403431892395,0,0,success
mkdirp,False,no,,,,86.89819502830505,0,0,success
source-map-resolve,False,no,,,,245.6826560497284,2,0,success
array-union,False,no,,,,443.2510805130005,0,0,success
jest-watcher,False,no,,,,182.95881938934326,50,0,success
strip-json-comments,False,no,,,,289.37320041656494,0,0,success
global-prefix,False,no,,,,33.93051099777222,4,0,success
forwarded,False,no,,,,18.056467533111572,0,0,success
debug,False,no,,,,312.51470375061035,1,0,success
fill-range,False,no,,,,65.10383319854736,2,0,success
is-extendable,False,no,,,,323.3359146118164,2,0,success
file-loader,False,no,,,,219.8746690750122,13,0,success
timers-browserify,False,no,,,,215.81841826438904,1,0,success
nwsapi,False,no,,,,1.953434944152832,0,0,success
react-dom,False,no,,,,31.758307695388794,4,0,success
sshpk,False,no,,,,130.6403956413269,9,0,success
browserify-des,False,no,,,,8.639843940734863,5,0,success
define-property,False,no,,,,211.73135924339294,5,0,success
jest-mock,False,no,,,,8.715132713317871,13,0,success
minizlib,False,no,,,,81.98268222808838,2,0,success
acorn-jsx,False,no,,,,7.9253668785095215,0,0,success
buffer-xor,False,no,,,,451.1728675365448,1,0,success
@babel_plugin-transform-literals,False,no,,,,172.97965598106384,1,0,success
browserify-cipher,False,no,,,,6.455897808074951,17,0,success
pumpify,False,no,,,,24.593117475509644,11,0,success
@babel_plugin-transform-destructuring,False,no,,,,177.76467537879944,1,0,success
@babel_helper-plugin-utils,False,no,,,,7.9549880027771,0,0,success
@szmarczak_http-timer,False,no,,,,6.2128212451934814,1,0,success
html-entities,False,no,,,,146.05619359016418,0,0,success
delayed-stream,False,no,,,,31.73020029067993,0,0,success
loglevel,False,no,,,,106.16006684303284,0,0,success
sha.js,False,no,,,,343.8273537158966,2,0,success
mimic-response,False,no,,,,510.8182420730591,0,0,success
trim-newlines,False,no,,,,479.14451479911804,0,0,success
map-cache,False,no,,,,34.26354622840881,0,0,success
inherits,False,no,,,,429.9534909725189,0,0,success
@xtuc_ieee754,False,no,,,,18.340943813323975,0,0,success
snapdragon,False,no,,,,276.7271685600281,34,0,success
ieee754,False,no,,,,15.961312294006348,0,0,success
asn1.js,False,no,,,,453.50401639938354,4,0,success
remove-trailing-separator,False,no,,,,542.2329301834106,0,0,success
stream-browserify,False,no,,,,466.29100608825684,5,0,success
@nodelib_fs.stat,False,no,,,,6.466821193695068,0,0,success
once,False,no,,,,274.129358291626,1,0,success
function-bind,False,no,,,,14.124854803085327,0,0,success
@babel_helper-simple-access,False,no,,,,22.90845799446106,3,0,success
json-schema,False,no,,,,6.501721382141113,0,0,success
@babel_helper-validator-identifier,False,no,,,,29.421761751174927,0,0,success
@babel_plugin-syntax-numeric-separator,False,no,,,,87.51427936553955,1,0,success
source-map,False,no,,,,464.9272451400757,0,0,success
range-parser,False,no,,,,501.6861581802368,0,0,success
promise-inflight,False,no,,,,1.7619471549987793,0,0,success
csstype,False,no,,,,554.4823970794678,0,0,success
cssstyle,False,no,,,,375.2639944553375,1,0,success
browserify-rsa,False,no,,,,436.7421591281891,3,0,success
stream-http,False,no,,,,490.4778296947479,7,0,success
has-values,False,no,,,,264.53543758392334,1,0,success
querystring,False,no,,,,17.23780608177185,0,0,success
natural-compare,False,no,,,,3.1956422328948975,0,0,success
color-string,False,no,,,,410.7289123535156,3,0,success
retry,False,no,,,,234.32621097564697,0,0,success
cyclist,False,no,,,,426.3275775909424,0,0,success
copy-descriptor,False,no,,,,235.45881175994873,0,0,success
jest-message-util,False,no,,,,90.6971526145935,39,0,success
repeat-element,False,no,,,,454.56514716148376,0,0,success
path-browserify,False,no,,,,17.29738759994507,0,0,success
string_decoder,False,no,,,,76.74125218391418,1,0,success
@babel_plugin-proposal-json-strings,False,no,,,,185.07685494422913,47,0,success
defer-to-connect,False,no,,,,494.85870814323425,0,0,success
array-flatten,False,no,,,,10.46794605255127,0,0,success
sisteransi,False,no,,,,139.25112199783325,0,0,success
supports-color,False,no,,,,424.34851336479187,1,0,success
@babel_plugin-transform-typeof-symbol,False,no,,,,125.28593397140503,1,0,success
@babel_plugin-proposal-dynamic-import,False,no,,,,114.54589056968689,47,0,success
prelude-ls,False,no,,,,435.69370675086975,0,0,success
is-directory,False,no,,,,56.09692072868347,0,0,success
snapdragon-util,False,no,,,,305.4456126689911,1,0,success
punycode,False,no,,,,229.3327076435089,0,0,success
fast-json-stable-stringify,False,no,,,,151.83928179740906,0,0,success
mime-db,False,no,,,,436.5445487499237,0,0,success
convert-source-map,False,no,,,,325.36513566970825,1,0,success
react,False,no,,,,3.7773916721343994,3,0,success
file-entry-cache,False,no,,,,138.34218573570251,14,0,success
istanbul-lib-source-maps,False,no,,,,98.40703797340393,4,0,success
reusify,False,no,,,,399.6438145637512,0,0,success
constants-browserify,False,no,,,,2.253567695617676,0,0,success
@babel_helper-optimise-call-expression,False,no,,,,33.36020231246948,3,0,success
object.getownpropertydescriptors,False,no,,,,489.31791377067566,31,0,success
@xtuc_long,False,no,,,,5.095271587371826,0,0,success
serialize-javascript,False,no,,,,431.2425003051758,2,0,success
test-exclude,False,no,,,,399.4757890701294,12,0,success
union-value,False,no,,,,287.8862056732178,4,0,success
aws-sign2,False,no,,,,1.9008808135986328,0,0,success
supports-hyperlinks,False,no,,,,489.40886092185974,2,0,success
@babel_plugin-transform-shorthand-properties,False,no,,,,99.61671876907349,1,0,success
array-includes,False,no,,,,577.3366181850433,31,0,success
@babel_helper-function-name,False,no,,,,39.89634966850281,16,0,success
cache-base,False,no,,,,510.12949204444885,26,0,success
run-queue,False,no,,,,437.37819266319275,1,0,success
capture-exit,False,no,,,,196.82730340957642,1,0,success
p-limit,False,no,,,,347.94305181503296,1,0,success
clean-css,False,no,,,,338.51094698905945,1,0,success
p-each-series,False,no,,,,468.1531174182892,0,0,success
ipaddr.js,False,no,,,,63.47560715675354,0,0,success
sax,False,no,,,,514.7372124195099,0,0,success
kleur,False,no,,,,7.718038082122803,0,0,success
pkg-dir,False,no,,,,404.93983268737793,6,0,success
getpass,False,no,,,,5.058875560760498,1,0,success
stealthy-require,False,no,,,,503.40876054763794,0,0,success
fs-minipass,False,no,,,,129.53243327140808,2,0,success
tapable,False,no,,,,514.4423534870148,0,0,success
loose-envify,False,no,,,,74.57092571258545,1,0,success
escalade,False,no,,,,41.27876853942871,0,0,success
@babel_helper-skip-transparent-expression-wrappers,False,no,,,,33.73619055747986,3,0,success
balanced-match,False,no,,,,7.4269514083862305,0,0,success
eslint-visitor-keys,False,no,,,,192.01957035064697,0,0,success
fs-write-stream-atomic,False,no,,,,473.63285994529724,11,0,success
exec-sh,False,no,,,,6.2909181118011475,0,0,success
@babel_code-frame,False,no,,,,12.180649280548096,10,0,success
symbol-observable,False,no,,,,374.9481852054596,0,0,success
is-obj,False,no,,,,223.29911971092224,0,0,success
is-absolute-url,False,no,,,,199.9457459449768,0,0,success
dir-glob,False,no,,,,334.9074010848999,1,0,success
jest,False,no,,,,5.533607721328735,328,0,success
got,False,no,,,,505.8525106906891,31,0,success
object.values,False,no,,,,528.1554064750671,31,0,success
@jest_transform,False,no,,,,,0,0,ETARGET
mdn-data,False,no,,,,78.71224522590637,0,0,success
domain-browser,False,no,,,,102.34124779701233,0,0,success
object.assign,False,no,,,,454.3876328468323,7,0,success
diff,False,no,,,,581.222953081131,0,0,success
forever-agent,False,no,,,,2.2503256797790527,0,0,success
jest-each,False,no,,,,18.48872423171997,22,0,success
walker,False,no,,,,24.916829347610474,2,0,success
ansi-styles,False,no,,,,5.69504189491272,0,0,success
postcss-modules-values,False,no,,,,422.54410767555237,5,0,success
stream-each,False,no,,,,502.5354709625244,4,0,success
jest-validate,False,no,,,,102.62421369552612,20,0,success
etag,False,no,,,,198.94029545783997,0,0,success
unicode-property-aliases-ecmascript,False,no,,,,285.93084263801575,0,0,success
to-regex-range,False,no,,,,294.77897238731384,1,0,success
error-ex,False,no,,,,288.8530180454254,1,0,success
aproba,False,no,,,,561.6705596446991,0,0,success
wrap-ansi,False,no,,,,450.98163199424744,6,0,success
component-emitter,False,no,,,,190.95452690124512,0,0,success
miller-rabin,False,no,,,,10.825057744979858,2,0,success
cacache,False,no,,,,,0,0,ETARGET
@babel_plugin-transform-modules-amd,False,no,,,,107.14414358139038,39,0,success
stack-utils,False,no,,,,,0,0,ETARGET
postcss-modules-local-by-default,False,no,,,,491.8274898529053,9,0,success
isarray,False,no,,,,9.161020994186401,0,0,success
istanbul-lib-instrument,False,no,,,,6.475274562835693,51,0,success
@babel_runtime,False,no,,,,7.698479413986206,1,0,success
move-concurrently,False,no,,,,399.2125496864319,28,0,success
qs,False,no,,,,487.3929212093353,7,0,success
jest-pnp-resolver,False,no,,,,2.253145456314087,0,0,success
postcss-selector-parser,False,no,,,,487.54630851745605,2,0,success
decamelize,False,no,,,,384.5975122451782,0,0,success
autoprefixer,False,no,,,,42.18102550506592,10,0,success
@webassemblyjs_helper-buffer,False,no,,,,79.67225480079651,0,0,success
@babel_plugin-syntax-dynamic-import,False,no,,,,93.63147711753845,1,0,success
jest-changed-files,False,no,,,,17.346616506576538,30,0,success
globby,False,no,,,,230.14296507835388,23,0,success
is-extglob,False,no,,,,187.7029504776001,0,0,success
find-cache-dir,False,no,,,,17.311822414398193,10,0,success
fastq,False,no,,,,7.442955732345581,1,0,success
pkg-up,False,no,,,,533.984706401825,6,0,success
@babel_helper-validator-option,False,no,,,,7.954994201660156,0,0,success
@sinonjs_fake-timers,False,no,,,,299.8199348449707,2,0,success
pump,False,no,,,,19.646127700805664,3,0,success
unicode-match-property-value-ecmascript,False,no,,,,336.02800726890564,0,0,success
bindings,False,no,,,,9.035222053527832,1,0,success
shell-quote,False,no,,,,17.450833082199097,0,0,success
crypto-random-string,False,no,,,,575.9595263004303,1,0,success
strip-ansi,False,no,,,,378.42913913726807,1,0,success
ripemd160,False,no,,,,193.29759526252747,6,0,success
@babel_plugin-proposal-class-properties,False,no,,,,115.14772868156433,51,0,success
flush-write-stream,False,no,,,,60.454370975494385,5,0,success
emojis-list,False,no,,,,308.5112271308899,0,0,success
levn,False,no,,,,52.34120750427246,2,0,success
optionator,False,no,,,,48.222044229507446,6,0,success
postcss,False,no,,,,4.239092588424683,3,0,success
has-flag,False,no,,,,231.25679636001587,0,0,success
which-module,False,no,,,,309.4573996067047,0,0,success
concat-stream,False,no,,,,170.25557160377502,7,0,success
fsevents,False,no,,,,,0,0,EBADPLATFORM
pinkie-promise,False,no,,,,23.80578374862671,1,0,success
escape-html,False,no,,,,7.809629440307617,0,0,success
babel-plugin-jest-hoist,False,no,,,,175.87104964256287,19,0,success
file-uri-to-path,False,no,,,,,0,0,ERESOLVE
extend-shallow,False,no,,,,124.32920050621033,4,0,success
css-tree,False,no,,,,397.2920775413513,2,0,success
yocto-queue,False,no,,,,416.4746961593628,0,0,success
cli-cursor,False,no,,,,316.9202992916107,4,0,success
@babel_template,False,no,,,,46.64000344276428,14,0,success
p-timeout,False,no,,,,291.1719620227814,0,0,success
jest-serializer,False,no,,,,5.3096418380737305,2,0,success
import-from,False,no,,,,14.856058597564697,0,0,success
@eslint_eslintrc,False,no,,,,5.288930892944336,28,0,success
sane,False,no,,,,299.36346673965454,40,0,success
node-releases,False,no,,,,3.761714220046997,0,0,success
eventemitter3,False,no,,,,190.20194721221924,0,0,success
decimal.js,False,no,,,,9.551401853561401,0,0,success
json5,False,no,,,,136.86076593399048,1,0,success
is-path-cwd,False,no,,,,250.34649634361267,0,0,success
ts-node,False,no,,,,,0,0,ERESOLVE
har-schema,False,no,,,,214.27343845367432,0,0,success
@jest_console,False,no,,,,,0,0,ETARGET
assign-symbols,False,no,,,,465.77940225601196,0,0,success
execa,False,no,,,,10.953905582427979,15,0,success
shallow-clone,False,no,,,,374.45009112358093,1,0,success
acorn-globals,False,no,,,,32.987802267074585,2,0,success
camel-case,False,no,,,,4.4781224727630615,4,0,success
braces,False,no,,,,503.8216304779053,3,0,success
text-table,False,no,,,,101.54204511642456,0,0,success
symbol-tree,False,no,,,,440.9428174495697,0,0,success
normalize-range,False,no,,,,534.7570281028748,0,0,success
side-channel,False,no,,,,546.453803062439,6,0,success
shebang-command,False,no,,,,554.4954578876495,1,0,success
type-fest,False,no,,,,469.1793394088745,0,0,success
escodegen,False,no,,,,4.709725856781006,10,0,success
string-length,False,no,,,,458.9229369163513,3,0,success
@babel_plugin-transform-property-literals,False,no,,,,115.45828366279602,1,0,success
camelcase-keys,False,no,,,,11.75489616394043,4,0,success
@babel_plugin-syntax-nullish-coalescing-operator,False,no,,,,101.43311262130737,1,0,success
set-blocking,False,no,,,,389.00981402397156,0,0,success
watchpack,False,no,,,,310.58899664878845,2,0,success
clone-deep,False,no,,,,144.34475898742676,4,0,success
@babel_plugin-transform-modules-systemjs,False,no,,,,129.23009824752808,39,0,success
serve-static,False,no,,,,466.8135235309601,20,0,success
@babel_helper-create-class-features-plugin,False,no,,,,335.613525390625,30,0,success
raw-body,False,no,,,,445.2038929462433,10,0,success
chokidar,False,no,,,,551.3204250335693,13,0,success
simple-swizzle,False,no,,,,408.17698788642883,1,0,success
@babel_plugin-transform-object-super,False,no,,,,191.21256852149963,30,0,success
to-arraybuffer,False,no,,,,310.2964406013489,0,0,success
redent,False,no,,,,2.9435536861419678,3,0,success
@babel_helper-compilation-targets,False,no,,,,206.50712752342224,9,0,success
compressible,False,no,,,,516.8436834812164,1,0,success
tsconfig-paths,False,no,,,,295.9739077091217,4,0,success
leven,False,no,,,,599.2128081321716,0,0,success
exit,False,no,,,,,0,0,ETARGET
parallel-transform,False,no,,,,7.350042343139648,9,0,success
astral-regex,False,no,,,,547.5632126331329,0,0,success
core-js,False,no,,,,2.0941362380981445,0,0,success
external-editor,False,no,,,,86.50512886047363,5,0,success
shebang-regex,False,no,,,,567.7245643138885,0,0,success
@babel_plugin-proposal-unicode-property-regex,False,no,,,,102.48569130897522,58,0,success
fast-glob,False,no,,,,172.46532320976257,17,0,success
progress,False,no,,,,2.048872470855713,0,0,success
date-fns,False,no,,,,,0,0,ERESOLVE
url-parse,False,no,,,,469.70498538017273,2,0,success
form-data,False,no,,,,6.811579942703247,5,0,success
lower-case,False,no,,,,7.810467720031738,1,0,success
deep-equal,False,no,,,,431.9277446269989,45,0,success
sockjs-client,False,no,,,,476.71894574165344,14,0,success
cacheable-request,False,no,,,,239.7064905166626,15,0,success
detect-node,False,no,,,,2.706446409225464,0,0,success
import-local,False,no,,,,225.87641549110413,9,0,success
strict-uri-encode,False,no,,,,399.81436252593994,0,0,success
@babel_plugin-transform-spread,False,no,,,,163.8548607826233,5,0,success
@babel_plugin-transform-block-scoped-functions,False,no,,,,100.70059943199158,1,0,success
doctrine,False,no,,,,272.6752190589905,1,0,success
minipass,False,no,,,,,0,0,ETARGET
from2,False,no,,,,31.194751739501953,8,0,success
core-js-compat,False,no,,,,28.26131796836853,7,0,success
saxes,False,no,,,,,0,0,ERESOLVE
express,False,no,,,,145.6419816017151,49,0,success
colorette,False,no,,,,280.17811942100525,0,0,success
globals,False,no,,,,251.87347149848938,1,0,success
is-callable,False,no,,,,167.85687494277954,0,0,success
source-map-url,False,no,,,,115.7521026134491,0,0,success
is-number-object,False,no,,,,14.906549453735352,2,0,success
domhandler,False,no,,,,200.77694535255432,1,0,success
compression,False,no,,,,18.13054895401001,11,0,success
get-value,False,no,,,,111.00524950027466,1,0,success
minimatch,False,no,,,,38.58347463607788,3,0,success
import-fresh,False,no,,,,233.8232126235962,3,0,success
terser,False,no,,,,420.6270663738251,5,0,success
big.js,False,no,,,,1.809906244277954,0,0,success
isobject,False,no,,,,49.292858600616455,0,0,success
ansi-align,False,no,,,,460.3684594631195,5,0,success
setprototypeof,False,no,,,,416.53669571876526,0,0,success
querystring-es3,False,no,,,,107.5124819278717,0,0,success
figures,False,no,,,,260.64827132225037,2,0,success
wide-align,False,no,,,,226.46530079841614,4,0,success
@babel_plugin-transform-dotall-regex,False,no,,,,102.7781069278717,58,0,success
ast-types,False,no,,,,291.01921129226685,1,0,success
http-proxy-middleware,False,no,,,,261.9710023403168,15,0,success
through,False,no,,,,40.408897399902344,0,0,success
@babel_plugin-syntax-export-namespace-from,False,no,,,,95.39626598358154,1,0,success
ip-regex,False,no,,,,228.48749899864197,0,0,success
duplexify,False,no,,,,125.84860873222351,9,0,success
css-what,False,no,,,,528.0042116641998,0,0,success
merge-stream,False,no,,,,139.77693009376526,0,0,success
parse-asn1,False,no,,,,460.7665934562683,20,0,success
@babel_plugin-transform-function-name,False,no,,,,107.5248475074768,17,0,success
readdirp,False,no,,,,325.9970645904541,1,0,success
babel-preset-jest,False,no,,,,248.78774070739746,34,0,success
pbkdf2,False,no,,,,442.2068259716034,12,0,success
unique-string,False,no,,,,514.608870267868,2,0,success
ajv-errors,False,no,,,,557.3509621620178,0,0,success
@nodelib_fs.scandir,False,no,,,,26.676650524139404,3,0,success
fs.realpath,False,no,,,,1.8992290496826172,0,0,success
nanomatch,False,no,,,,106.24915289878845,96,0,success
jest-haste-map,False,no,,,,,0,0,ETARGET
responselike,False,no,,,,532.7402679920197,1,0,success
bytes,False,no,,,,263.35978055000305,0,0,success
@jest_test-sequencer,False,no,,,,472.9887475967407,201,0,success
has,False,no,,,,77.59823083877563,1,0,success
static-extend,False,no,,,,230.5342562198639,11,0,success
depd,False,no,,,,115.66521406173706,0,0,success
@babel_plugin-transform-sticky-regex,False,no,,,,95.26347947120667,1,0,success
hash.js,False,no,,,,67.11993288993835,2,0,success
bser,False,no,,,,5.584603548049927,1,0,success
has-ansi,False,no,,,,209.3019676208496,1,0,success
css,False,no,,,,244.03317213058472,5,0,success
safe-buffer,False,no,,,,429.4038598537445,0,0,success
@babel_plugin-transform-for-of,False,no,,,,102.11696267127991,1,0,success
merge-descriptors,False,no,,,,126.98975467681885,0,0,success
w3c-xmlserializer,False,no,,,,313.20938992500305,1,0,success
require-from-string,False,no,,,,158.3851671218872,0,0,success
diffie-hellman,False,no,,,,28.184661388397217,5,0,success
verror,False,no,,,,17.00147008895874,3,0,success
os-homedir,False,no,,,,539.7050993442535,0,0,success
@babel_helper-wrap-function,False,no,,,,101.53636980056763,26,0,success
typedarray,False,no,,,,13.430946111679077,0,0,success
har-validator,False,no,,,,263.8863914012909,7,0,success
@webassemblyjs_wasm-gen,False,no,,,,35.5050585269928,10,0,success
argparse,False,no,,,,590.167638540268,0,0,success
@webassemblyjs_ast,False,no,,,,233.6930832862854,5,0,success
is-arrayish,False,no,,,,410.1678261756897,0,0,success
fast-deep-equal,False,no,,,,151.09349060058594,0,0,success
ansi-escapes,False,no,,,,395.81027603149414,1,0,success
typescript,False,no,,,,457.135112285614,0,0,success
util-deprecate,False,no,,,,1.6946499347686768,0,0,success
http-proxy-agent,False,no,,,,,0,0,ERESOLVE
@babel_plugin-transform-reserved-words,False,no,,,,167.61150598526,1,0,success
schema-utils,False,no,,,,483.6167833805084,8,0,success
pretty-format,False,no,,,,17.643929481506348,16,0,success
lru-cache,False,no,,,,89.26360702514648,1,0,success
queue-microtask,False,no,,,,324.59495997428894,0,0,success
make-error,False,no,,,,327.57596611976624,0,0,success
webpack-sources,False,no,,,,460.8238649368286,0,0,success
file-type,False,no,,,,5.724491834640503,11,0,success
fb-watchman,False,no,,,,9.011160850524902,2,0,success
object.pick,False,no,,,,65.29115271568298,1,0,success
graceful-fs,False,no,,,,493.4569067955017,0,0,success
locate-path,False,no,,,,442.3539423942566,3,0,success
create-hmac,False,no,,,,489.22156500816345,11,0,success
regexp.prototype.flags,False,no,,,,512.4229595661163,7,0,success
quick-lru,False,no,,,,315.1465835571289,0,0,success
domexception,False,no,,,,245.01503014564514,1,0,success
