Project,Rosette,AuditFix,Consistency,Minimize,DisallowCycles,Time,NDeps,CVE,Status
string-length,True,,npm,"min_num_deps,min_oldness",allow_cycles,12.565242767333984,3,0,success
@babel_plugin-transform-property-literals,True,,npm,"min_num_deps,min_oldness",allow_cycles,18.890121459960938,1,0,success
camelcase-keys,True,,npm,"min_num_deps,min_oldness",allow_cycles,25.91324234008789,4,0,success
@babel_plugin-syntax-nullish-coalescing-operator,True,,npm,"min_num_deps,min_oldness",allow_cycles,18.15053081512451,1,0,success
set-blocking,True,,npm,"min_num_deps,min_oldness",allow_cycles,6.829198360443115,0,0,success
watchpack,True,,npm,"min_num_deps,min_oldness",allow_cycles,20.311978578567505,2,0,success
clone-deep,True,,npm,"min_num_deps,min_oldness",allow_cycles,22.317721843719482,4,0,success
@babel_plugin-transform-modules-systemjs,True,,npm,"min_num_deps,min_oldness",allow_cycles,241.0449287891388,35,0,success
serve-static,True,,npm,"min_num_deps,min_oldness",allow_cycles,93.12061429023743,20,0,success
@babel_helper-create-class-features-plugin,True,,npm,"min_num_deps,min_oldness",allow_cycles,212.73489117622375,28,0,success
raw-body,True,,npm,"min_num_deps,min_oldness",allow_cycles,36.93378186225891,10,0,success
chokidar,True,,npm,"min_num_deps,min_oldness",allow_cycles,102.40803956985474,13,0,success
simple-swizzle,True,,npm,"min_num_deps,min_oldness",allow_cycles,12.14907455444336,1,0,success
@babel_plugin-transform-object-super,True,,npm,"min_num_deps,min_oldness",allow_cycles,135.13998651504517,28,0,success
to-arraybuffer,True,,npm,"min_num_deps,min_oldness",allow_cycles,8.64700698852539,0,0,success
redent,True,,npm,"min_num_deps,min_oldness",allow_cycles,28.206579208374023,3,0,success
@babel_helper-compilation-targets,True,,npm,"min_num_deps,min_oldness",allow_cycles,38.001046895980835,9,0,success
compressible,True,,npm,"min_num_deps,min_oldness",allow_cycles,21.6058292388916,1,0,success
tsconfig-paths,True,,npm,"min_num_deps,min_oldness",allow_cycles,15.468453645706177,4,0,success
leven,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.4092888832092285,0,0,success
exit,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.622802734375,0,0,success
parallel-transform,True,,npm,"min_num_deps,min_oldness",allow_cycles,46.58126425743103,9,0,success
astral-regex,True,,npm,"min_num_deps,min_oldness",allow_cycles,3.8397977352142334,0,0,success
core-js,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.261968612670898,0,0,success
external-editor,True,,npm,"min_num_deps,min_oldness",allow_cycles,34.191816091537476,5,0,success
shebang-regex,True,,npm,"min_num_deps,min_oldness",allow_cycles,6.415971994400024,0,0,success
@babel_plugin-proposal-unicode-property-regex,True,,npm,"min_num_deps,min_oldness",allow_cycles,110.20944786071777,16,0,success
fast-glob,True,,npm,"min_num_deps,min_oldness",allow_cycles,72.68267726898193,16,0,success
progress,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.458463191986084,0,0,success
date-fns,True,,npm,"min_num_deps,min_oldness",allow_cycles,13.391299962997437,0,0,success
url-parse,True,,npm,"min_num_deps,min_oldness",allow_cycles,24.1430983543396,2,0,success
form-data,True,,npm,"min_num_deps,min_oldness",allow_cycles,31.061444520950317,5,0,success
lower-case,True,,npm,"min_num_deps,min_oldness",allow_cycles,13.052814245223999,1,0,success
deep-equal,True,,npm,"min_num_deps,min_oldness",allow_cycles,240.88790702819824,37,0,success
sockjs-client,True,,npm,"min_num_deps,min_oldness",allow_cycles,40.18622016906738,12,0,success
cacheable-request,True,,npm,"min_num_deps,min_oldness",allow_cycles,124.85275793075562,13,0,success
detect-node,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.824658393859863,0,0,success
import-local,True,,npm,"min_num_deps,min_oldness",allow_cycles,72.85129404067993,8,0,success
strict-uri-encode,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.963040828704834,0,0,success
@babel_plugin-transform-spread,True,,npm,"min_num_deps,min_oldness",allow_cycles,34.69729781150818,5,0,success
@babel_plugin-transform-block-scoped-functions,True,,npm,"min_num_deps,min_oldness",allow_cycles,41.756821393966675,1,0,success
doctrine,True,,npm,"min_num_deps,min_oldness",allow_cycles,23.219130992889404,1,0,success
minipass,True,,npm,"min_num_deps,min_oldness",allow_cycles,17.728232622146606,1,0,success
from2,True,,npm,"min_num_deps,min_oldness",allow_cycles,72.06486582756042,7,0,success
core-js-compat,True,,npm,"min_num_deps,min_oldness",allow_cycles,70.6483404636383,7,0,success
saxes,True,,npm,"min_num_deps,min_oldness",allow_cycles,14.673181772232056,1,0,success
express,True,,npm,"min_num_deps,min_oldness",allow_cycles,249.82072615623474,49,0,success
colorette,True,,npm,"min_num_deps,min_oldness",allow_cycles,6.115536689758301,0,0,success
globals,True,,npm,"min_num_deps,min_oldness",allow_cycles,18.24926781654358,1,0,success
is-callable,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.484804391860962,0,0,success
source-map-url,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.97277307510376,0,0,success
is-number-object,True,,npm,"min_num_deps,min_oldness",allow_cycles,14.949309825897217,2,0,success
domhandler,True,,npm,"min_num_deps,min_oldness",allow_cycles,14.248455047607422,1,0,success
compression,True,,npm,"min_num_deps,min_oldness",allow_cycles,40.608941078186035,11,0,success
get-value,True,,npm,"min_num_deps,min_oldness",allow_cycles,15.592873573303223,1,0,success
minimatch,True,,npm,"min_num_deps,min_oldness",allow_cycles,28.732208251953125,3,0,success
import-fresh,True,,npm,"min_num_deps,min_oldness",allow_cycles,36.31571865081787,3,0,success
terser,True,,npm,"min_num_deps,min_oldness",allow_cycles,23.983048677444458,5,0,success
big.js,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.114171266555786,0,0,success
isobject,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.42097282409668,0,0,success
ansi-align,True,,npm,"min_num_deps,min_oldness",allow_cycles,24.433756828308105,5,0,success
setprototypeof,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.9708263874053955,0,0,success
querystring-es3,True,,npm,"min_num_deps,min_oldness",allow_cycles,7.686955213546753,0,0,success
figures,True,,npm,"min_num_deps,min_oldness",allow_cycles,22.570860385894775,2,0,success
wide-align,True,,npm,"min_num_deps,min_oldness",allow_cycles,33.651777505874634,4,0,success
@babel_plugin-transform-dotall-regex,True,,npm,"min_num_deps,min_oldness",allow_cycles,110.27351999282837,16,0,success
ast-types,True,,npm,"min_num_deps,min_oldness",allow_cycles,18.567410230636597,1,0,success
http-proxy-middleware,True,,npm,"min_num_deps,min_oldness",allow_cycles,122.14542651176453,15,0,success
through,True,,npm,"min_num_deps,min_oldness",allow_cycles,7.637022256851196,0,0,success
@babel_plugin-syntax-export-namespace-from,True,,npm,"min_num_deps,min_oldness",allow_cycles,44.75067639350891,1,0,success
ip-regex,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.326411008834839,0,0,success
duplexify,True,,npm,"min_num_deps,min_oldness",allow_cycles,91.28035020828247,9,0,success
css-what,True,,npm,"min_num_deps,min_oldness",allow_cycles,8.755366086959839,0,0,success
merge-stream,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.245898962020874,0,0,success
parse-asn1,True,,npm,"min_num_deps,min_oldness",allow_cycles,79.24249339103699,12,0,success
@babel_plugin-transform-function-name,True,,npm,"min_num_deps,min_oldness",allow_cycles,165.51549196243286,16,0,success
readdirp,True,,npm,"min_num_deps,min_oldness",allow_cycles,23.59227752685547,1,0,success
babel-preset-jest,True,,npm,"min_num_deps,min_oldness",allow_cycles,288.14582443237305,31,0,success
pbkdf2,True,,npm,"min_num_deps,min_oldness",allow_cycles,50.999831438064575,8,0,success
unique-string,True,,npm,"min_num_deps,min_oldness",allow_cycles,20.629868507385254,2,0,success
ajv-errors,True,,npm,"min_num_deps,min_oldness",allow_cycles,10.334342241287231,0,0,success
@nodelib_fs.scandir,True,,npm,"min_num_deps,min_oldness",allow_cycles,31.865667819976807,2,0,success
fs.realpath,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.122683525085449,0,0,success
nanomatch,True,,npm,"min_num_deps,min_oldness",allow_cycles,315.6782660484314,59,0,success
jest-haste-map,True,,npm,"min_num_deps,min_oldness",allow_cycles,326.1492500305176,34,0,success
responselike,True,,npm,"min_num_deps,min_oldness",allow_cycles,12.452534437179565,1,0,success
bytes,True,,npm,"min_num_deps,min_oldness",allow_cycles,3.7489676475524902,0,0,success
@jest_test-sequencer,True,,npm,"min_num_deps,min_oldness",allow_cycles,,0,0,timeout
has,True,,npm,"min_num_deps,min_oldness",allow_cycles,17.111480236053467,1,0,success
static-extend,True,,npm,"min_num_deps,min_oldness",allow_cycles,61.614644050598145,9,0,success
depd,True,,npm,"min_num_deps,min_oldness",allow_cycles,7.129269599914551,0,0,success
@babel_plugin-transform-sticky-regex,True,,npm,"min_num_deps,min_oldness",allow_cycles,21.983739614486694,1,0,success
hash.js,True,,npm,"min_num_deps,min_oldness",allow_cycles,22.59423828125,2,0,success
bser,True,,npm,"min_num_deps,min_oldness",allow_cycles,32.4987587928772,1,0,success
has-ansi,True,,npm,"min_num_deps,min_oldness",allow_cycles,18.505096912384033,1,0,success
css,True,,npm,"min_num_deps,min_oldness",allow_cycles,24.974441289901733,5,0,success
safe-buffer,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.9153289794921875,0,0,success
@babel_plugin-transform-for-of,True,,npm,"min_num_deps,min_oldness",allow_cycles,8.047111511230469,1,0,success
merge-descriptors,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.9559485912323,0,0,success
w3c-xmlserializer,True,,npm,"min_num_deps,min_oldness",allow_cycles,13.284546375274658,1,0,success
require-from-string,True,,npm,"min_num_deps,min_oldness",allow_cycles,11.59671139717102,0,0,success
diffie-hellman,True,,npm,"min_num_deps,min_oldness",allow_cycles,19.50069236755371,4,0,success
verror,True,,npm,"min_num_deps,min_oldness",allow_cycles,10.866250991821289,3,0,success
os-homedir,True,,npm,"min_num_deps,min_oldness",allow_cycles,8.735230207443237,0,0,success
@babel_helper-wrap-function,True,,npm,"min_num_deps,min_oldness",allow_cycles,105.51967453956604,24,0,success
typedarray,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.954758644104004,0,0,success
har-validator,True,,npm,"min_num_deps,min_oldness",allow_cycles,50.9876868724823,7,0,success
@webassemblyjs_wasm-gen,True,,npm,"min_num_deps,min_oldness",allow_cycles,85.01387023925781,10,0,success
argparse,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.069817066192627,0,0,success
@webassemblyjs_ast,True,,npm,"min_num_deps,min_oldness",allow_cycles,38.279733657836914,5,0,success
is-arrayish,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.015122413635254,0,0,success
fast-deep-equal,True,,npm,"min_num_deps,min_oldness",allow_cycles,6.215185642242432,0,0,success
ansi-escapes,True,,npm,"min_num_deps,min_oldness",allow_cycles,19.21784782409668,1,0,success
typescript,True,,npm,"min_num_deps,min_oldness",allow_cycles,8.583956718444824,0,0,success
util-deprecate,True,,npm,"min_num_deps,min_oldness",allow_cycles,6.571486949920654,0,0,success
http-proxy-agent,True,,npm,"min_num_deps,min_oldness",allow_cycles,20.514864206314087,4,0,success
@babel_plugin-transform-reserved-words,True,,npm,"min_num_deps,min_oldness",allow_cycles,26.81051206588745,1,0,success
schema-utils,True,,npm,"min_num_deps,min_oldness",allow_cycles,29.067606687545776,8,0,success
pretty-format,True,,npm,"min_num_deps,min_oldness",allow_cycles,127.88856506347656,16,0,success
lru-cache,True,,npm,"min_num_deps,min_oldness",allow_cycles,20.464653491973877,1,0,success
queue-microtask,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.924304962158203,0,0,success
make-error,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.561583518981934,0,0,success
webpack-sources,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.574242830276489,0,0,success
file-type,True,,npm,"min_num_deps,min_oldness",allow_cycles,77.72246313095093,11,0,success
fb-watchman,True,,npm,"min_num_deps,min_oldness",allow_cycles,34.95116639137268,2,0,success
object.pick,True,,npm,"min_num_deps,min_oldness",allow_cycles,8.370524883270264,1,0,success
graceful-fs,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.664830446243286,0,0,success
locate-path,True,,npm,"min_num_deps,min_oldness",allow_cycles,31.456407070159912,3,0,success
create-hmac,True,,npm,"min_num_deps,min_oldness",allow_cycles,75.55211591720581,7,0,success
regexp.prototype.flags,True,,npm,"min_num_deps,min_oldness",allow_cycles,57.19372868537903,7,0,success
quick-lru,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.2511985301971436,0,0,success
domexception,True,,npm,"min_num_deps,min_oldness",allow_cycles,26.62116003036499,1,0,success
class-utils,True,,npm,"min_num_deps,min_oldness",allow_cycles,60.08015537261963,10,0,success
infer-owner,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.618822336196899,0,0,success
@babel_plugin-transform-regenerator,True,,npm,"min_num_deps,min_oldness",allow_cycles,57.95586609840393,3,0,success
@jest_environment,True,,npm,"min_num_deps,min_oldness",allow_cycles,428.40544867515564,46,0,success
wrappy,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.30465030670166,0,0,success
is-promise,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.609752178192139,0,0,success
unicode-canonical-property-names-ecmascript,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.115100860595703,0,0,success
@sinonjs_commons,True,,npm,"min_num_deps,min_oldness",allow_cycles,23.13269805908203,1,0,success
eslint,True,,npm,"min_num_deps,min_oldness",allow_cycles,,0,0,timeout
hoist-non-react-statics,True,,npm,"min_num_deps,min_oldness",allow_cycles,29.676173448562622,1,0,success
glob-to-regexp,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.072224378585815,0,0,success
brace-expansion,True,,npm,"min_num_deps,min_oldness",allow_cycles,28.77989935874939,1,0,success
@babel_compat-data,True,,npm,"min_num_deps,min_oldness",allow_cycles,11.583521842956543,0,0,success
jest-environment-node,True,,npm,"min_num_deps,min_oldness",allow_cycles,315.73530435562134,47,0,success
@babel_plugin-transform-named-capturing-groups-regex,True,,npm,"min_num_deps,min_oldness",allow_cycles,140.49721312522888,15,0,success
@babel_highlight,True,,npm,"min_num_deps,min_oldness",allow_cycles,66.28278994560242,8,0,success
array.prototype.flat,True,,npm,"min_num_deps,min_oldness",allow_cycles,211.21742391586304,18,0,success
oauth-sign,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.050499200820923,0,0,success
duplexer3,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.455882787704468,0,0,success
jest-runner,True,,npm,"min_num_deps,min_oldness",allow_cycles,,0,0,timeout
jest-regex-util,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.170787572860718,0,0,success
async,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.54341197013855,0,0,success
ajv-keywords,True,,npm,"min_num_deps,min_oldness",allow_cycles,21.063682317733765,1,0,success
global-modules,True,,npm,"min_num_deps,min_oldness",allow_cycles,44.32066774368286,5,0,success
process,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.3135085105896,0,0,success
caseless,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.8634397983551025,0,0,success
urix,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.226602077484131,0,0,success
type-detect,True,,npm,"min_num_deps,min_oldness",allow_cycles,3.870187997817993,0,0,success
http-proxy,True,,npm,"min_num_deps,min_oldness",allow_cycles,35.469417572021484,3,0,success
assert,True,,npm,"min_num_deps,min_oldness",allow_cycles,244.93540358543396,10,0,success
follow-redirects,True,,npm,"min_num_deps,min_oldness",allow_cycles,6.164316654205322,0,0,success
split-string,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.407999515533447,0,0,success
co,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.067738056182861,0,0,success
word-wrap,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.053472995758057,0,0,success
jest-resolve-dependencies,True,,npm,"min_num_deps,min_oldness",allow_cycles,,0,0,timeout
http-errors,True,,npm,"min_num_deps,min_oldness",allow_cycles,41.47658848762512,5,0,success
@babel_parser,True,,npm,"min_num_deps,min_oldness",allow_cycles,11.55363154411316,0,0,success
postcss-modules-extract-imports,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.255375862121582,0,0,success
@webassemblyjs_helper-module-context,True,,npm,"min_num_deps,min_oldness",allow_cycles,71.29798746109009,10,0,success
agent-base,True,,npm,"min_num_deps,min_oldness",allow_cycles,28.567890882492065,2,0,success
to-object-path,True,,npm,"min_num_deps,min_oldness",allow_cycles,29.251664638519287,2,0,success
q,True,,npm,"min_num_deps,min_oldness",allow_cycles,12.195575475692749,3,0,success
@jest_fake-timers,True,,npm,"min_num_deps,min_oldness",allow_cycles,,0,0,timeout
deep-is,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.620323657989502,0,0,success
spdx-exceptions,True,,npm,"min_num_deps,min_oldness",allow_cycles,7.664106607437134,0,0,success
@babel_helper-replace-supers,True,,npm,"min_num_deps,min_oldness",allow_cycles,123.71613883972168,26,0,success
crypto-browserify,True,,npm,"min_num_deps,min_oldness",allow_cycles,,0,0,timeout
mute-stream,True,,npm,"min_num_deps,min_oldness",allow_cycles,7.5328209400177,0,0,success
anymatch,True,,npm,"min_num_deps,min_oldness",allow_cycles,19.961138248443604,2,0,success
websocket-extensions,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.274205207824707,0,0,success
color-name,True,,npm,"min_num_deps,min_oldness",allow_cycles,7.375077247619629,0,0,success
@babel_types,True,,npm,"min_num_deps,min_oldness",allow_cycles,11.650921106338501,2,0,success
icss-utils,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.008304834365845,0,0,success
aggregate-error,True,,npm,"min_num_deps,min_oldness",allow_cycles,29.84019947052002,3,0,success
jsesc,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.722712755203247,0,0,success
diff-sequences,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.576141595840454,0,0,success
os-tmpdir,True,,npm,"min_num_deps,min_oldness",allow_cycles,7.992405652999878,0,0,success
onetime,True,,npm,"min_num_deps,min_oldness",allow_cycles,26.574962854385376,1,0,success
axios,True,,npm,"min_num_deps,min_oldness",allow_cycles,23.583204746246338,1,0,success
decompress-response,True,,npm,"min_num_deps,min_oldness",allow_cycles,15.86237120628357,1,0,success
regexpu-core,True,,npm,"min_num_deps,min_oldness",allow_cycles,17.129005908966064,9,0,success
strip-final-newline,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.65932822227478,0,0,success
y18n,True,,npm,"min_num_deps,min_oldness",allow_cycles,6.676869630813599,0,0,success
esutils,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.4672629833221436,0,0,success
faye-websocket,True,,npm,"min_num_deps,min_oldness",allow_cycles,44.84583854675293,2,0,success
is-path-in-cwd,True,,npm,"min_num_deps,min_oldness",allow_cycles,12.868573427200317,1,0,success
arr-flatten,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.116089582443237,0,0,success
universalify,True,,npm,"min_num_deps,min_oldness",allow_cycles,8.023910999298096,0,0,success
validate-npm-package-license,True,,npm,"min_num_deps,min_oldness",allow_cycles,24.17164945602417,4,0,success
spdx-correct,True,,npm,"min_num_deps,min_oldness",allow_cycles,13.079820394515991,3,0,success
websocket-driver,True,,npm,"min_num_deps,min_oldness",allow_cycles,12.212359189987183,3,0,success
clone,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.924037933349609,0,0,success
jest-config,True,,npm,"min_num_deps,min_oldness",allow_cycles,,0,0,timeout
@jest_test-result,True,,npm,"min_num_deps,min_oldness",allow_cycles,,0,0,timeout
process-nextick-args,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.285353422164917,0,0,success
lodash.isplainobject,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.100737571716309,0,0,success
esprima,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.869496583938599,0,0,success
nopt,True,,npm,"min_num_deps,min_oldness",allow_cycles,18.933033227920532,1,0,success
is-stream,True,,npm,"min_num_deps,min_oldness",allow_cycles,3.905083417892456,0,0,success
makeerror,True,,npm,"min_num_deps,min_oldness",allow_cycles,20.939358234405518,1,0,success
tough-cookie,True,,npm,"min_num_deps,min_oldness",allow_cycles,20.033921003341675,3,0,success
sort-keys,True,,npm,"min_num_deps,min_oldness",allow_cycles,26.290472745895386,1,0,success
js-yaml,True,,npm,"min_num_deps,min_oldness",allow_cycles,20.268727779388428,1,0,success
signal-exit,True,,npm,"min_num_deps,min_oldness",allow_cycles,8.377649784088135,0,0,success
htmlparser2,True,,npm,"min_num_deps,min_oldness",allow_cycles,21.131783962249756,6,0,success
babel-plugin-polyfill-corejs3,True,,npm,"min_num_deps,min_oldness",allow_cycles,574.5941774845123,41,0,success
get-intrinsic,True,,npm,"min_num_deps,min_oldness",allow_cycles,20.209397554397583,3,0,success
prr,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.230458974838257,0,0,success
json-parse-even-better-errors,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.518329381942749,0,0,success
hmac-drbg,True,,npm,"min_num_deps,min_oldness",allow_cycles,169.2544023990631,4,0,success
pinkie,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.1978394985198975,0,0,success
nan,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.608806371688843,0,0,success
hash-base,True,,npm,"min_num_deps,min_oldness",allow_cycles,30.79820942878723,5,0,success
@jest_source-map,True,,npm,"min_num_deps,min_oldness",allow_cycles,20.135898113250732,3,0,success
events,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.727921485900879,0,0,success
is-ci,True,,npm,"min_num_deps,min_oldness",allow_cycles,12.127663850784302,1,0,success
@babel_preset-modules,True,,npm,"min_num_deps,min_oldness",allow_cycles,145.55039882659912,18,0,success
path-is-inside,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.008550405502319,0,0,success
widest-line,True,,npm,"min_num_deps,min_oldness",allow_cycles,24.87577486038208,5,0,success
pify,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.214770317077637,0,0,success
arrify,True,,npm,"min_num_deps,min_oldness",allow_cycles,6.825443506240845,0,0,success
@babel_plugin-syntax-class-properties,True,,npm,"min_num_deps,min_oldness",allow_cycles,41.61774230003357,1,0,success
next-tick,True,,npm,"min_num_deps,min_oldness",allow_cycles,7.175084114074707,0,0,success
lodash.clonedeep,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.085139274597168,0,0,success
whatwg-fetch,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.201503753662109,0,0,success
cliui,True,,npm,"min_num_deps,min_oldness",allow_cycles,89.1779522895813,9,0,success
@cyf1996..._cq-attribute-import,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.354440212249756,0,0,success
minimist,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.278685808181763,0,0,success
ignore,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.216074466705322,0,0,success
mimic-fn,True,,npm,"min_num_deps,min_oldness",allow_cycles,8.768047094345093,0,0,success
unicode-match-property-ecmascript,True,,npm,"min_num_deps,min_oldness",allow_cycles,23.3330979347229,2,0,success
@babel_plugin-proposal-async-generator-functions,True,,npm,"min_num_deps,min_oldness",allow_cycles,116.74662637710571,29,0,success
@babel_plugin-proposal-numeric-separator,True,,npm,"min_num_deps,min_oldness",allow_cycles,42.510254859924316,2,0,success
readable-stream,True,,npm,"min_num_deps,min_oldness",allow_cycles,15.775232553482056,4,0,success
duplexer,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.715324401855469,0,0,success
svgo,True,,npm,"min_num_deps,min_oldness",allow_cycles,34.19582986831665,17,0,success
@nodelib_fs.walk,True,,npm,"min_num_deps,min_oldness",allow_cycles,36.556933641433716,5,0,success
slash,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.9804606437683105,0,0,success
html-escaper,True,,npm,"min_num_deps,min_oldness",allow_cycles,6.1171181201934814,0,0,success
@babel_plugin-transform-runtime,True,,npm,"min_num_deps,min_oldness",allow_cycles,423.52705693244934,44,0,success
eslint-import-resolver-node,True,,npm,"min_num_deps,min_oldness",allow_cycles,34.25045132637024,7,0,success
yallist,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.050916910171509,0,0,success
prettier,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.538514852523804,0,0,success
is-typedarray,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.767096042633057,0,0,success
glob,True,,npm,"min_num_deps,min_oldness",allow_cycles,59.48074007034302,10,0,success
flatted,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.824232339859009,0,0,success
object-keys,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.700916051864624,0,0,success
webidl-conversions,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.210207223892212,0,0,success
caniuse-lite,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.821605443954468,0,0,success
has-bigints,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.702348947525024,0,0,success
esrecurse,True,,npm,"min_num_deps,min_oldness",allow_cycles,15.721911191940308,1,0,success
table,True,,npm,"min_num_deps,min_oldness",allow_cycles,42.077218770980835,18,0,success
tmpl,True,,npm,"min_num_deps,min_oldness",allow_cycles,9.743765354156494,0,0,success
p-try,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.014467239379883,0,0,success
fresh,True,,npm,"min_num_deps,min_oldness",allow_cycles,3.745999336242676,0,0,success
expect,True,,npm,"min_num_deps,min_oldness",allow_cycles,269.18145418167114,44,0,success
regjsgen,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.810426712036133,0,0,success
es-abstract,True,,npm,"min_num_deps,min_oldness",allow_cycles,189.83701133728027,28,0,success
source-list-map,True,,npm,"min_num_deps,min_oldness",allow_cycles,6.030470132827759,0,0,success
cipher-base,True,,npm,"min_num_deps,min_oldness",allow_cycles,24.645378828048706,2,0,success
uglify-js,True,,npm,"min_num_deps,min_oldness",allow_cycles,3.869598627090454,0,0,success
glob-parent,True,,npm,"min_num_deps,min_oldness",allow_cycles,31.527984380722046,2,0,success
statuses,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.071494817733765,0,0,success
toidentifier,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.4572975635528564,0,0,success
@babel_plugin-transform-arrow-functions,True,,npm,"min_num_deps,min_oldness",allow_cycles,21.930022954940796,1,0,success
prepend-http,True,,npm,"min_num_deps,min_oldness",allow_cycles,8.330763101577759,0,0,success
ci-info,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.020636796951294,0,0,success
end-of-stream,True,,npm,"min_num_deps,min_oldness",allow_cycles,20.609312534332275,2,0,success
object-copy,True,,npm,"min_num_deps,min_oldness",allow_cycles,65.72361540794373,7,0,success
@babel_helper-module-transforms,True,,npm,"min_num_deps,min_oldness",allow_cycles,113.14072299003601,29,0,success
jsonfile,True,,npm,"min_num_deps,min_oldness",allow_cycles,25.135039806365967,1,0,success
asn1,True,,npm,"min_num_deps,min_oldness",allow_cycles,13.041961431503296,1,0,success
moment,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.630161285400391,0,0,success
@babel_helper-hoist-variables,True,,npm,"min_num_deps,min_oldness",allow_cycles,9.527895450592041,3,0,success
escape-string-regexp,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.154803276062012,0,0,success
utils-merge,True,,npm,"min_num_deps,min_oldness",allow_cycles,4.6685874462127686,0,0,success
cssesc,True,,npm,"min_num_deps,min_oldness",allow_cycles,5.5806825160980225,0,0,success
xmlbuilder,True,,npm,"min_num_deps,min_oldness",allow_cycles,9.650924682617188,0,0,success
